ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	BORID
3574	Changsha	flower	fa³³	f a ³³	662	428
3575	Loudi	flower	xɔ⁴⁴	x ɔ ⁴⁴	662	428
3576	Nanchang	flower	fa⁴⁵	f a ⁴⁵	662	428
3577	Meixian	flower	fa³³⁻³⁵ ve⁰	f a ³³ + v e ⁰	662 811	431
3578	Guilin	flower	fᴀ⁴²	f a̠ ⁴²	662	428
3579	Guangzhou	flower	fa⁵⁵	f a ⁵⁵	662	428
3580	Fuzhou	flower	hua⁵⁵	h w a ⁵⁵	662	427
3581	Xiamen	flower	hue⁵⁵⁻²² ia⁵³	h w e ⁵⁵ + j a ⁵³	662 797	429
3582	Xiamen	flower	hue⁵⁵	h w e ⁵⁵	662	428
3047	Beijing	fly	fei⁵⁵	f ei ⁵⁵	600	439
3048	Ha_erbin	fly	fei⁴⁴	f ei ⁴⁴	600	439
3049	Jinan	fly	fei²¹⁴	f ei ²¹⁴	600	439
3050	Rongcheng	fly	fe⁵²	f e ⁵²	600	439
3051	Taiyuan	fly	fei²¹	f ei ²¹	600	439
3052	Xi_an	fly	fei²¹	f ei ²¹	600	439
3053	Chengdu	fly	fei⁴⁵	f ei ⁴⁵	600	439
3054	Nanjing	fly	fei³¹	f ei ³¹	600	439
3055	Jixi	fly	fi⁵⁵	f i ⁵⁵	600	439
3056	Suzhou	fly	fi⁴⁴	f i ⁴⁴	600	432
3057	Wenzhou	fly	fei⁴⁴	f ei ⁴⁴	600	433
3058	Changsha	fly	fei³³	f ei ³³	600	434
3059	Loudi	fly	xui⁴⁴	x w i ⁴⁴	600	435
3060	Nanchang	fly	fɨi⁴²	f ɨi ⁴²	600	436
3061	Meixian	fly	fi³³	f i ³³	600	437
3062	Guilin	fly	fei⁴²	f ei ⁴²	600	439
3063	Guangzhou	fly	fei⁵³	f ei ⁵³	600	438
3064	Fuzhou	fly	puoi⁵⁵	p w oi ⁵⁵	600	439
3065	Xiamen	fly	pe⁵⁵	p e ⁵⁵	600	439
1521	Beijing	fog	u⁵¹	u ⁵¹	325	446
1522	Ha_erbin	fog	u⁵³	u ⁵³	325	446
1523	Jinan	fog	u³¹	u ³¹	325	446
1524	Rongcheng	fog	u³³⁴	u ³³⁴	325	446
1525	Taiyuan	fog	u⁴⁵	u ⁴⁵	325	446
1526	Xi_an	fog	vu⁴⁴	v u ⁴⁴	325	446
1527	Chengdu	fog	u²¹³	u ²¹³	325	446
1528	Nanjing	fog	u⁴⁴	u ⁴⁴	325	446
1529	Jixi	fog	vu³¹	v u ³¹	325	440
1530	Suzhou	fog	mi¹³⁻²² ləu²³¹	m i ¹³ + l əu ²³¹	326 327	441
1531	Wenzhou	fog	mø²²	m ø ²²	328	442
1532	Changsha	fog	tsau⁵⁵ tsɿ⁰	ts au ⁵⁵ + ts ɿ ⁰	329 19	447
1533	Loudi	fog	u¹¹	u ¹¹	325	443
1534	Nanchang	fog	u²¹	u ²¹	325	446
1535	Meixian	fog	muŋ¹¹ sa³³	m u ŋ ¹¹ + s a ³³	330 331	448
1536	Guilin	fog	u²¹ tɕʰi⁴²⁻²²	u ²¹ + tɕʰ i ⁴²	325 332	444
1537	Guangzhou	fog	mou²²	m ou ²²	325	446
1538	Fuzhou	fog	muo⁵³	m w o ⁵³	325	446
1539	Xiamen	fog	bu²²	b u ²²	325	445
3741	Beijing	foot	tɕiɑu²¹⁴	tɕ j ɑu ²¹⁴	277	450
3742	Ha_erbin	foot	tɕiau²¹³	tɕ j au ²¹³	277	450
3743	Ha_erbin	foot	tɕiau²¹³⁻²¹ ia⁴⁴ tsɿ⁰	tɕ j au ²¹³ + j a ⁴⁴ + ts ɿ ⁰	277 677 19	452
3744	Jinan	foot	tɕyɤ²¹⁴	tɕ ɥ ɤ ²¹⁴	277	450
3745	Rongcheng	foot	cyɔ²¹⁴	c ɥ ɔ ²¹⁴	277	450
3746	Taiyuan	foot	tɕiau⁵³	tɕ j au ⁵³	277	449
3747	Xi_an	foot	tɕyo²¹	tɕ ɥ o ²¹	277	450
3748	Chengdu	foot	tɕyo²¹⁻⁵⁵ pər⁵³	tɕ ɥ o ²¹ + p ə ⁵³	277 509	451
3749	Nanjing	foot	tɕioʔ⁵	tɕ j o ʔ ⁵	277	450
3750	Jixi	foot	tɕyoʔ³²*	tɕ ɥ o ʔ ³²	277	450
3751	Suzhou	foot	tɕiɑʔ⁴	tɕ j ɑ ʔ ⁴	277	450
3752	Wenzhou	foot	tɕia⁴¹	tɕ j a ⁴¹	277	450
3753	Changsha	foot	tɕio²⁴	tɕ j o ²⁴	277	450
3754	Loudi	foot	dio¹³	d j o ¹³	277	450
3755	Nanchang	foot	tɕioʔ⁵	tɕ j o ʔ ⁵	277	450
3756	Meixian	foot	kiok¹	k j o k ¹	277	450
3757	Guilin	foot	ɕy⁵⁵ te²²	ɕ y ⁵⁵ + t e ²²	333 814	454
3758	Guangzhou	foot	kœk³	k œ k ³	277	450
3759	Fuzhou	foot	kʰa⁵⁵	kʰ a ⁵⁵	279	453
3760	Xiamen	foot	kʰa⁵⁵	kʰ a ⁵⁵	279	453
1059	Beijing	four	sɿ⁵¹	s ɿ ⁵¹	225	455
1060	Ha_erbin	four	sɿ⁵³	s ɿ ⁵³	225	455
1061	Jinan	four	sɿ³¹	s ɿ ³¹	225	455
1062	Rongcheng	four	sɿ³³⁴	s ɿ ³³⁴	225	455
1063	Taiyuan	four	sɿ⁴⁵	s ɿ ⁴⁵	225	455
1064	Xi_an	four	sɿ⁴⁴	s ɿ ⁴⁴	225	455
1065	Chengdu	four	sɿ²¹³	s ɿ ²¹³	225	455
1066	Nanjing	four	sɿ⁴⁴	s ɿ ⁴⁴	225	455
1067	Jixi	four	sɿ³⁵	s ɿ ³⁵	225	455
1068	Suzhou	four	sɿ⁴¹²	s ɿ ⁴¹²	225	456
1069	Wenzhou	four	sɿ⁵¹	s ɿ ⁵¹	225	455
1070	Changsha	four	sɿ⁵⁵	s ɿ ⁵⁵	225	455
1071	Loudi	four	sɿ³⁵	s ɿ ³⁵	225	455
1072	Nanchang	four	sɿ⁴⁵	s ɿ ⁴⁵	225	455
1073	Meixian	four	si⁵³	s i ⁵³	225	455
1074	Guilin	four	sɿ²⁵	s ɿ ²⁵	225	455
1075	Guangzhou	four	sei³³	s ei ³³	225	455
1076	Fuzhou	four	sɛi²¹²	s ɛi ²¹²	225	455
1077	Xiamen	four	si²¹	s i ²¹	225	455
3761	Beijing	freeze	tɕiɛ³⁵ piŋ⁵⁵	tɕ j ɛ ³⁵ + p i ŋ ⁵⁵	678 83	462
3762	Ha_erbin	freeze	tuŋ⁵³ piŋ⁴⁴	t u ŋ ⁵³ + p i ŋ ⁴⁴	679 83	463
3763	Jinan	freeze	tɕiə²¹⁴⁻²³ piŋ²¹⁴	tɕ j ə ²¹⁴ + p i ŋ ²¹⁴	678 83	462
3764	Rongcheng	freeze	ciɛ²¹⁴⁻²¹ piŋ⁵²	c j ɛ ²¹⁴ + p i ŋ ⁵²	678 83	457
3765	Taiyuan	freeze	tɕiəʔ²⁻⁵⁴ piŋ²¹	tɕ j ə ʔ ² + p i ŋ ²¹	678 83	462
3766	Xi_an	freeze	tɕiɛ²¹⁻²⁴ piŋ²¹	tɕ j ɛ ²¹ + p i ŋ ²¹	678 83	462
3767	Chengdu	freeze	tɕie²¹⁻⁵⁵ pin⁴⁵	tɕ j e ²¹ + p i n ⁴⁵	678 83	462
3768	Nanjing	freeze	tɕieʔ⁵ pin³¹	tɕ j e ʔ ⁵ + p i n ³¹	678 83	462
3769	Jixi	freeze	tɕiaʔ³²* piɑ̃⁵⁵	tɕ j a ʔ ³² + p j ɑ̃ ⁵⁵	678 83	462
3770	Suzhou	freeze	tɕiəʔ⁴ pin⁴⁴	tɕ j ə ʔ ⁴ + p i n ⁴⁴	678 83	462
3771	Wenzhou	freeze	tɕi⁴¹⁻² peŋ⁴⁴	tɕ i ⁴¹ + p e ŋ ⁴⁴	678 83	462
3772	Changsha	freeze	tɕie²⁴ pin³³	tɕ j e ²⁴ + p i n ³³	678 83	462
3773	Changsha	freeze	ɕia¹¹ lin¹³	ɕ j a ¹¹ + l i n ¹³	58 84	458
3774	Changsha	freeze	kəu⁵⁵⁻⁴¹ lin¹³	k əu ⁵⁵ + l i n ¹³	681 84	464
3775	Loudi	freeze	tɕʰiɔ⁴² kɤ³⁵	tɕʰ j ɔ ⁴² + k ɤ ³⁵	216 681	461
3776	Nanchang	freeze	tɕiɛt⁵ pin⁴²	tɕ j ɛ t ⁵ + p i n ⁴²	678 83	462
3777	Meixian	freeze	ket¹ pen³³	k e t ¹ + p e n ³³	678 83	462
3778	Guilin	freeze	tɕie⁵⁵⁻²¹ pi⁴²	tɕ j e ⁵⁵ + p i ŋ ⁴²	678 83	462
3779	Guangzhou	freeze	kit³ eŋ⁵⁵	k i t ³ + p e ŋ ⁵⁵	678 83	462
3780	Fuzhou	freeze	kieʔ⁵⁻²¹ piŋ⁵⁵	k j e ʔ ⁵ + p i ŋ ⁵⁵	678 83	459
3781	Xiamen	freeze	kiat³²*⁻⁵ piŋ⁵⁵	k j a t ³² + p i ŋ ⁵⁵	678 83	460
926	Beijing	fruit	ʂuei²¹⁴⁻³⁵ kuo²¹³	ʂ w ei ²¹⁴ + k w o ²¹³	194 114	465
927	Ha_erbin	fruit	ʂuei²¹³⁻²⁴ kuor²¹³	ʂ w ei ²¹³ + k w o ²¹³	194 114	465
928	Jinan	fruit	ʂuei⁴⁵⁻⁵³ kuɤ⁴⁵	ʂ w ei ⁴⁵ + k w ɤ ⁴⁵	194 114	465
929	Rongcheng	fruit	kɔr²¹³ mən⁰	k ɔ ²¹³ + m ə n ⁰	114 195	466
930	Taiyuan	fruit	suei⁵³⁻²¹ kuo⁵³	s w ei ⁵³ + k w o ⁵³	194 114	467
931	Xi_an	fruit	fei⁵³ kuo⁰	f ei ⁵³ + k w o ⁰	194 114	465
932	Chengdu	fruit	suei⁵³⁻⁵⁵ ko⁵³	s w ei ⁵³ + k o ⁵³	194 114	468
933	Nanjing	fruit	suei¹¹⁻¹² ko¹¹	s w ei ¹¹ + k o ¹¹	194 114	465
934	Jixi	fruit	ɕy²¹³⁻³¹ kɵ²¹³	ɕ y ²¹³ + k ɵ ²¹³	194 114	465
935	Suzhou	fruit	sʯ⁵²⁻⁴¹ kəu⁵²⁻²³	s ʯ ⁵² + k əu ⁵²	194 114	469
936	Wenzhou	fruit	sɿ²⁴⁻⁵³ ku²⁴²⁻²³	s ɿ ²⁴ + k u ²⁴²	194 114	470
937	Changsha	fruit	ɕyei⁴¹ ko⁴¹	ɕ ɥ ei ⁴¹ + k o ⁴¹	194 114	471
938	Loudi	fruit	ko⁴² tsɿ⁰	k o ⁴² + ts ɿ ⁰	114 19	472
939	Nanchang	fruit	sui²¹³⁻⁴⁴ kuo²¹³	s w i ²¹³ + k w o ²¹³	194 114	473
940	Meixian	fruit	sui³¹⁻³³ kuo³¹	s w i ³¹ + k w o ³¹	194 114	474
941	Guilin	fruit	suei²³ kuo²³⁻²²	s w ei ²³ + k w o ²³	194 114	465
942	Guangzhou	fruit	søy³⁵ kyɔ³⁵	s øy ³⁵ + k w ɔ ³⁵	194 114	465
943	Fuzhou	fruit	kuo³²⁻³⁵ ʒi³²	k w o ³² + ʒ i ³²	114 19	475
944	Xiamen	fruit	tsui⁵³⁻⁵⁵ ko⁵³	ts w i ⁵³ + k o ⁵³	194 114	476
4036	Beijing	full	man²¹⁴	m a n ²¹⁴	710	480
4037	Ha_erbin	full	man²¹³	m a n ²¹³	710	480
4038	Jinan	full	mæ̃⁴⁵	m æ̃ ⁴⁵	710	480
4039	Rongcheng	full	mɐn²¹⁴	m ɐ n ²¹⁴	710	480
4040	Taiyuan	full	mæ̃⁵³	m æ̃ ⁵³	710	480
4041	Xi_an	full	mæ̃⁵³	m æ̃ ⁵³	710	480
4042	Chengdu	full	man⁵³	m a n ⁵³	710	480
4043	Chengdu	full	pau²¹³	p au ²¹³	711	481
4044	Nanjing	full	mɑ̃¹¹	m ɑ̃ ¹¹	710	480
4045	Jixi	full	mɑ̃²¹³	m ɑ̃ ²¹³	710	480
4046	Suzhou	full	mø²³¹	m ø ²³¹	710	480
4047	Wenzhou	full	mø²⁴²	m ø ²⁴²	710	480
4048	Changsha	full	mõ⁴¹	m õ ⁴¹	710	480
4049	Loudi	full	mẽ⁴²	m ẽ ⁴²	710	480
4050	Nanchang	full	mon²¹³	m o n ²¹³	710	480
4051	Meixian	full	man³³	m a n ³³	710	477
4052	Guilin	full	mã²³	m ã ²³	710	480
4053	Guangzhou	full	mun²³	m u n ²³	710	480
4054	Fuzhou	full	ko²¹²⁻⁵⁵ louŋ⁵³	k o ²¹² + l ou ŋ ⁵³	56 687	479
4055	Fuzhou	full	muaŋ³²	m w a ŋ ³²	710	478
4056	Xiamen	full	muã⁵³	m w ã ⁵³	710	480
3363	Beijing	good	xɑu²¹⁴	x ɑu ²¹⁴	642	499
3364	Ha_erbin	good	xau²¹³	x au ²¹³	642	499
3365	Ha_erbin	good	tai⁵³ tɕiŋ⁵³	t ai ⁵³ + tɕ i ŋ ⁵³	9 643	500
3366	Ha_erbin	good	pu⁵³⁻²⁴ lai⁵³	p u ⁵³ + l ai ⁵³	98 644	501
3367	Jinan	good	xɔ⁴⁵	x ɔ ⁴⁵	642	499
3368	Rongcheng	good	pu²¹⁴⁻² tsʰau³³⁴⁻³²	p u ²¹⁴ + tsʰ au ³³⁴	98 645	502
3369	Taiyuan	good	xau⁵³	x au ⁵³	642	499
3370	Xi_an	good	xɑu⁵³	x ɑu ⁵³	642	499
3371	Chengdu	good	xau⁵³	x au ⁵³	642	499
3372	Nanjing	good	xɔ¹¹	x ɔ ¹¹	642	499
3373	Jixi	good	xɤ²¹³	x ɤ ²¹³	642	499
3374	Suzhou	good	hæ⁵²	h æ ⁵²	642	499
3375	Wenzhou	good	hə²⁴	h ə ²⁴	642	499
3376	Changsha	good	xau⁴¹	x au ⁴¹	642	499
3377	Loudi	good	xɤ³⁵	x ɤ ³⁵	642	496
3378	Nanchang	good	hau²¹³	h au ²¹³	642	499
3379	Meixian	good	hau³¹	h au ³¹	642	499
3380	Guilin	good	xɑu²³	x ɑu ²³	642	499
3381	Guangzhou	good	hou³⁵	h ou ³⁵	642	499
3382	Fuzhou	good	ho³²	h o ³²	642	497
3383	Xiamen	good	ho⁵³	h o ⁵³	642	498
400	Beijing	grass	tsʰau²¹⁴	tsʰ au ²¹⁴	111	503
401	Ha_erbin	grass	tsʰau²¹³	tsʰ au ²¹³	111	503
402	Jinan	grass	tsʰɔ⁴⁵	tsʰ ɔ ⁴⁵	111	503
403	Rongcheng	grass	tsʰau²¹⁴	tsʰ au ²¹⁴	111	503
404	Taiyuan	grass	tsʰau⁵³	tsʰ au ⁵³	111	503
405	Xi_an	grass	tsʰɑu⁵³	tsʰ ɑu ⁵³	111	503
406	Chengdu	grass	tsʰau⁵³	tsʰ au ⁵³	111	503
407	Nanjing	grass	tsʰɔ¹¹	tsʰ ɔ ¹¹	111	503
408	Jixi	grass	tsʰɤ²¹³	tsʰ ɤ ²¹³	111	503
409	Suzhou	grass	tsʰæ⁵²	tsʰ æ ⁵²	111	503
410	Wenzhou	grass	tsʰə²⁴²	tsʰ ə ²⁴²	111	503
411	Changsha	grass	tsʰau⁴¹	tsʰ au ⁴¹	111	503
412	Loudi	grass	tsʰɤ⁴²	tsʰ ɤ ⁴²	111	503
413	Nanchang	grass	tsʰau²¹³	tsʰ au ²¹³	111	503
414	Meixian	grass	tsʰau³¹	tsʰ au ³¹	111	503
415	Guilin	grass	tsʰɑu²³	tsʰ ɑu ²³	111	503
416	Guangzhou	grass	tsʰou³⁵	tsʰ ou ³⁵	111	503
417	Fuzhou	grass	tsʰau³²	tsʰ au ³²	111	503
418	Xiamen	grass	tsʰau⁵³	tsʰ au ⁵³	111	503
2337	Beijing	grease	tʂʅ²¹³⁻²¹ fɑŋ³⁵	ʈʂ ʅ ²¹³ + f ɑ ŋ ³⁵	504 505	514
2338	Ha_erbin	grease	tʂʅ²¹³⁻²¹ faŋ²⁴	ʈʂ ʅ ²¹³ + f a ŋ ²⁴	504 505	504
2339	Jinan	grease	tʂʅ²¹⁴ fɑŋ⁴⁵	ʈʂ ʅ ²¹⁴ + f ɑ ŋ ⁴⁵	504 505	514
2340	Rongcheng	grease	tʂʅ²¹⁴⁻²¹ faŋ³⁵	ʈʂ ʅ ²¹⁴ + f a ŋ ³⁵	504 505	505
2341	Taiyuan	grease	tsɿ⁵³ fɒ̃⁰	ts ɿ ⁵³ + f ɒ̃ ⁰	504 505	514
2342	Taiyuan	grease	iəu²¹	j əu ²¹	506	515
2343	Xi_an	grease	tsɿ²¹ fɑŋ²⁴	ts ɿ ²¹ + f ɑ ŋ ²⁴	504 505	514
2344	Xi_an	grease	iou²⁴	j u ²⁴	506	515
2345	Chengdu	grease	iəu²¹	j əu ²¹	506	515
2346	Nanjing	grease	iəɯ¹³	j əɯ ¹³	506	515
2347	Nanjing	grease	tʂʅ¹¹⁻²¹ fɑ̃¹³	ʈʂ ʅ ¹¹ + f ɑ̃ ¹³	504 505	506
2348	Jixi	grease	iɵ⁴⁴	j ɵ ⁴⁴	506	515
2349	Jixi	grease	tsɿ²¹³⁻⁴⁴ xõ⁴⁴	ts ɿ ²¹³ + x õ ⁴⁴	504 505	507
2350	Suzhou	grease	tsɑ̃⁴¹²⁻⁴⁴ ȵioʔ²³*⁻²¹*	ts ɑ̃ ⁴¹² + ɲ j o ʔ ²³	507 18	516
2351	Wenzhou	grease	tsɿ⁴⁴ huɔ⁴⁴	ts ɿ ⁴⁴ + h w ɔ ⁴⁴	504 505	508
2352	Changsha	grease	tsɿ³³ fan¹³	ts ɿ ³³ + f a n ¹³	504 505	509
2353	Loudi	grease	ɣui¹³⁻³³ nio³⁵⁻⁵ tsɿ⁰	ɣ w i ¹³ + n io ³⁵ + ts ɿ ⁰	508 18 19	510
2354	Nanchang	grease	tsɿ²¹³⁻²⁴ faŋ²¹	ts ɿ ²¹³ + f a ŋ ²¹	504 505	511
2355	Nanchang	grease	iu⁴⁵	j u ⁴⁵	506	515
2356	Meixian	grease	iu¹¹	j u ¹¹	506	515
2357	Guilin	grease	pã²³ iou²²	p ã ²³ + j ou ²²	434 506	513
2358	Guangzhou	grease	kou⁵³	k ou ⁵³	510	517
2359	Fuzhou	grease	ieu⁵³⁻⁵⁵ ʒie⁵⁵	j eu ⁵³ + ʒ j e ⁵⁵	506 504	512
4017	Beijing	green	ly⁵¹	l y ⁵¹	709	520
4018	Ha_erbin	green	ly⁵³	l y ⁵³	709	520
4019	Jinan	green	ly³¹	l y ³¹	709	520
4020	Rongcheng	green	ly²¹⁴	l y ²¹⁴	709	518
4021	Taiyuan	green	ly⁴⁵	l y ⁴⁵	709	519
4022	Xi_an	green	liou²¹	l j ou ²¹	709	520
4023	Chengdu	green	nu²¹	n u ²¹	709	520
4024	Nanjing	green	luʔ⁵	l u ʔ ⁵	709	520
4025	Jixi	green	nɤʔ²³*	n ɤ ʔ ²³	709	520
4026	Suzhou	green	loʔ²³*	l o ʔ ²³	709	520
4027	Wenzhou	green	lo²¹	l o ²¹	709	520
4028	Changsha	green	ləu²⁴	l əu ²⁴	709	520
4029	Loudi	green	lɤu³⁵	l ɤu ³⁵	709	520
4030	Nanchang	green	liuʔ⁵	l j u ʔ ⁵	709	520
4031	Meixian	green	liuk⁵	l j u k ⁵	709	520
4032	Guilin	green	liou⁵⁵	l j ou ⁵⁵	709	520
4033	Guangzhou	green	lok²	l o k ²	709	520
4034	Fuzhou	green	luoʔ⁵	l w o ʔ ⁵	709	520
4035	Xiamen	green	lik⁵	l i k ⁵	709	520
2595	Beijing	guts	tʂʰɑŋ³⁵ tsɿ⁰	ʈʂʰ ɑ ŋ ³⁵ + ts ɿ ⁰	538 19	526
2596	Ha_erbin	guts	tʂʰaŋ²⁴ tsɿ⁰	ʈʂʰ a ŋ ²⁴ + ts ɿ ⁰	538 19	526
2597	Jinan	guts	tʂʰɑŋ⁵³⁻⁴⁵ tsɿ⁰	ʈʂʰ ɑ ŋ ⁵³ + ts ɿ ⁰	538 19	526
2598	Rongcheng	guts	tʂaŋ³⁵ tsɿ⁰	ʈʂ a ŋ ³⁵ + ts ɿ ⁰	538 19	526
2599	Taiyuan	guts	tsʰɒ̃²¹ tsəʔ⁰	tsʰ ɒ̃ ²¹ + ts ə ʔ ⁰	538 19	521
2600	Xi_an	guts	tʂʰɑŋ²⁴	ʈʂʰ ɑ ŋ ²⁴	538	525
2601	Xi_an	guts	tʂʰɑŋ²⁴ tsɿ⁰	ʈʂʰ ɑ ŋ ²⁴ + ts ɿ ⁰	538 19	526
2602	Chengdu	guts	tsʰaŋ²¹⁻⁵⁵ tsɿ⁵³	tsʰ a ŋ ²¹ + ts ɿ ⁵³	538 19	526
2603	Nanjing	guts	tsʰɑ̃¹³⁻¹¹ tsɿ⁰	tsʰ ɑ̃ ¹³ + ts ɿ ⁰	538 19	526
2604	Jixi	guts	tɕʰiõ⁵⁵	tɕʰ j õ ⁵⁵	538	525
2605	Suzhou	guts	dəu²³¹⁻²² ã¹³⁻³¹	d əu ²³¹ + z ã ¹³	278 831	524
2606	Wenzhou	guts	døy²⁴⁻⁴² dʑi³⁴¹⁻²¹	d øy ²⁴ + dʑ i ³⁴¹	278 830	523
2607	Changsha	guts	tsan¹³ tsɿ⁰	ts a n ¹³ + ts ɿ ⁰	538 19	526
2608	Loudi	guts	tʰɔŋ¹³	tʰ ɔ ŋ ¹³	538	525
2609	Nanchang	guts	tsʰɔŋ²⁴ tsɿ⁰	tsʰ ɔ ŋ ²⁴ + ts ɿ ⁰	538 19	526
2610	Meixian	guts	tsʰoŋ¹¹ ŋe⁰	tsʰ o ŋ ¹¹ + ŋ e ⁰	538 782	527
2611	Guilin	guts	tsɑŋ²² tse²³⁻³³	ts ɑ ŋ ²² + ts e ²³	538 19	526
2612	Guangzhou	guts	tsʰœŋ²¹	tsʰ œ ŋ ²¹	538	525
2613	Fuzhou	guts	tuoŋ⁵³	t w o ŋ ⁵³	538	522
2614	Xiamen	guts	tŋ̍²⁴⁻²² ŋa⁵³	t ŋ̍ ²⁴ + ŋ/Ø a ⁵³	538 797	528
1247	Beijing	hair	tʰou³⁵ fᴀ⁵¹	tʰ ou ³⁵ + f a̠ ⁵¹	79 262	530
1248	Ha_erbin	hair	tʰour²⁴ fa⁰	tʰ ou ²⁴ + f a ⁰	79 262	530
1249	Jinan	hair	tʰou⁵³⁻⁴⁵ fa⁰	tʰ ou ⁵³ + f a ⁰	79 262	530
1250	Rongcheng	hair	tou³⁵ fa⁰	t ou ³⁵ + f a ⁰	79 262	530
1251	Taiyuan	hair	tʰəu²¹ faʔ²	tʰ əu ²¹ + f a ʔ ²	79 262	530
1252	Xi_an	hair	tʰou²⁴ fɑ⁰	tʰ ou ²⁴ + f ɑ ⁰	79 262	530
1253	Chengdu	hair	tʰəu²¹⁻⁵⁵ fa²¹⁻⁵⁵	tʰ əu ²¹ + f a ²¹	79 262	530
1254	Nanjing	hair	tʰəɯ¹³⁻²¹ fɑʔ⁵	tʰ əɯ ¹³ + f ɑ ʔ ⁵	79 262	530
1255	Jixi	hair	tʰi⁴⁴ mɤ⁴⁴	tʰ i ⁴⁴ + m ɤ ⁴⁴	79 263	531
1256	Jixi	hair	tʰi⁴⁴⁻³⁵ faʔ³²*	tʰ i ⁴⁴ + f a ʔ ³²	79 262	530
1257	Suzhou	hair	dʏ¹³⁻²² faʔ⁴	d ʏ ¹³ + f a ʔ ⁴	79 262	530
1258	Wenzhou	hair	dɤu³⁴¹⁻²⁴ ho⁴¹	d ɤu ³⁴¹ + h o ⁴¹	79 262	530
1259	Changsha	hair	təu¹³ fa²⁴	t əu ¹³ + f a ²⁴	79 262	530
1260	Loudi	hair	diɤ¹³ xɔ⁰	d j ɤ ¹³ + x ɔ ⁰	79 262	530
1261	Nanchang	hair	tʰɛu²⁴ fat⁰	tʰ ɛu ²⁴ + f a t ⁰	79 262	530
1262	Meixian	hair	tʰeu¹¹ na¹¹ mau³³	tʰ eu ¹¹ + n a ¹¹ + m au ³³	79 261 263	529
1263	Guilin	hair	tai²² mau²²	t ai ²² + m au ²²	79 263	531
1264	Guangzhou	hair	tʰɐu²¹ fat³	tʰ ɐu ²¹ + f a t ³	79 262	530
1265	Fuzhou	hair	tʰau⁵³⁻²¹ uoʔ²⁴*	tʰ au ⁵³ + w o ʔ ²⁴	79 262	530
1266	Xiamen	hair	tʰau²⁴⁻²² mŋ̍²⁴	tʰ au ²⁴ + m ŋ̍ ²⁴	79 263	531
790	Beijing	hand	ʂou²¹³	ʂ ou ²¹³	182	532
791	Ha_erbin	hand	ʂou²¹³	ʂ ou ²¹³	182	532
792	Jinan	hand	ʂou⁴⁵	ʂ ou ⁴⁵	182	532
793	Rongcheng	hand	ʂou²¹⁴	ʂ ou ²¹⁴	182	532
794	Taiyuan	hand	səu⁵³	s əu ⁵³	182	532
795	Xi_an	hand	ʂou⁵³	ʂ ou ⁵³	182	532
796	Chengdu	hand	səu⁵³	s əu ⁵³	182	532
797	Nanjing	hand	səɯ¹¹	s əɯ ¹¹	182	532
798	Jixi	hand	si²¹³	s i ²¹³	182	532
799	Suzhou	hand	sʏ⁵²	s ʏ ⁵²	182	532
800	Wenzhou	hand	ɕieu²⁴	ɕ j eu ²⁴	182	532
801	Changsha	hand	səu⁴¹	s əu ⁴¹	182	532
802	Changsha	hand	səu⁴¹⁻⁴⁴ pa⁵⁵ tsɿ⁰	s əu ⁴¹ + p a ⁵⁵ + ts ɿ ⁰	182 183 19	533
803	Loudi	hand	ɕio⁴²	ɕ io ⁴²	182	532
804	Nanchang	hand	ɕiu²¹³	ɕ j u ²¹³	182	532
805	Meixian	hand	su³¹	s u ³¹	182	532
806	Guilin	hand	sou²³	s ou ²³	182	532
807	Guangzhou	hand	sɐu³⁵	s ɐu ³⁵	182	532
808	Fuzhou	hand	tsʰieu³²	tsʰ j eu ³²	182	532
809	Xiamen	hand	tsʰiu⁵³	tsʰ j u ⁵³	182	532
1078	Beijing	he	tʰᴀ⁵⁵	tʰ a̠ ⁵⁵	226	534
1079	Ha_erbin	he	tʰa⁴⁴	tʰ a ⁴⁴	226	534
1080	Jinan	he	tʰa⁴⁵	tʰ a ⁴⁵	226	534
1081	Rongcheng	he	tʰa⁵²	tʰ a ⁵²	226	534
1082	Taiyuan	he	tʰa²¹	tʰ a ²¹	226	534
1083	Xi_an	he	tʰɑ²¹	tʰ ɑ ²¹	226	534
1084	Chengdu	he	tʰa⁴⁵	tʰ a ⁴⁵	226	534
1085	Nanjing	he	tʰɑ³¹	tʰ ɑ ³¹	226	534
1086	Jixi	he	ki⁴⁴	k i ⁴⁴	227	535
1087	Suzhou	he	li⁴⁴	l i ⁴⁴	227	535
1088	Wenzhou	he	gei³⁴¹	g ei ³⁴¹	227	535
1089	Changsha	he	tʰa³³	tʰ a ³³	226	534
1090	Loudi	he	tʰɔ⁴⁴	tʰ ɔ ⁴⁴	226	534
1091	Nanchang	he	tɕie²⁴	tɕ j e ²⁴	227	535
1092	Meixian	he	ki¹¹	k i ¹¹	227	535
1093	Guilin	he	tʰᴀ⁴²	tʰ a̠ ⁴²	226	534
1094	Guangzhou	he	kʰøy²³	kʰ øy ²³	227	535
1095	Fuzhou	he	i⁵⁵	i ⁵⁵	230	536
1096	Fuzhou	he	i⁵⁵ nøyŋ⁵³	i ⁵⁵ + n øy ŋ ⁵³	230 193	537
1097	Xiamen	he	i⁵⁵	i ⁵⁵	230	536
1225	Beijing	head	tʰou³⁵	tʰ ou ³⁵	79	542
