ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	BORID
2662	Jinan	eat	tʂʰʅ²¹⁴	ʈʂʰ ʅ ²¹⁴	547	299
2663	Rongcheng	eat	tai²¹⁴	t ai ²¹⁴	548	300
2664	Taiyuan	eat	tsʰəʔ²	tsʰ ə ʔ ²	547	299
2665	Xi_an	eat	tʂʰʅ²¹	ʈʂʰ ʅ ²¹	547	299
2666	Chengdu	eat	tsʰɿ²¹	tsʰ ɿ ²¹	547	299
2667	Nanjing	eat	tʂʰʅʔ⁵	ʈʂʰ ʅ ʔ ⁵	547	299
2668	Jixi	eat	tɕʰieʔ³²*	tɕʰ j e ʔ ³²	547	299
2669	Suzhou	eat	tɕʰiəʔ⁴	tɕʰ j ə ʔ ⁴	549	301
2670	Wenzhou	eat	tsʰɿ⁴¹	tsʰ ɿ ⁴¹	547	298
2671	Changsha	eat	tɕʰia²⁴	tɕʰ j a ²⁴	549	301
2672	Loudi	eat	tɕʰiɔ¹³	tɕʰ j ɔ ¹³	549	301
2673	Nanchang	eat	tɕʰiaʔ⁵	tɕʰ j a ʔ ⁵	549	301
2674	Meixian	eat	sət⁵	s ə t ⁵	550	302
2675	Guilin	eat	tɕʰi⁵⁵	tɕʰ i ⁵⁵	547	299
2676	Guangzhou	eat	sek²	s e k ²	550	302
2677	Fuzhou	eat	sieʔ⁵	s j e ʔ ⁵	550	302
2678	Xiamen	eat	tsiaʔ⁵	ts j a ʔ ⁵	550	302
3683	Beijing	egg	tɕi⁵⁵ tan⁵¹	tɕ i ⁵⁵ + t a n ⁵¹	673 674	305
3684	Ha_erbin	egg	tɕi⁴⁴ tan⁵³	tɕ i ⁴⁴ + t a n ⁵³	673 674	305
3685	Jinan	egg	tɕi²¹⁴⁻²³ tæ̃⁴¹	tɕ i ²¹⁴ + t æ̃ ⁴¹	673 674	305
3686	Rongcheng	egg	ci⁵² tɐn²¹⁴	c i ⁵² + t ɐ n ²¹⁴	673 674	303
3687	Taiyuan	egg	tɕi²¹ tæ̃⁴⁵	tɕ i ²¹ + t æ̃ ⁴⁵	673 674	305
3688	Xi_an	egg	tɕi²¹ tæ̃⁰	tɕ i ²¹ + t æ̃ ⁰	673 674	305
3689	Chengdu	egg	tɕi⁴⁵ tan²¹³⁻²¹	tɕ i ⁴⁵ + t a n ²¹³	673 674	305
3690	Nanjing	egg	tɕi³¹⁻³³ tɑ̃⁴⁴	tɕ i ³¹ + t ɑ̃ ⁴⁴	673 674	305
3691	Jixi	egg	tsɿ⁵⁵⁻⁴⁵ tsɿ²¹³	ts ɿ ⁵⁵ + ts ɿ ²¹³	673 498	304
3692	Suzhou	egg	tɕi⁴⁴ dᴇ²³¹⁻²¹	tɕ i ⁴⁴ + d e̞ ²³¹	673 674	305
3693	Wenzhou	egg	tsɿ⁴⁴⁻⁵³ laŋ²⁴⁻²¹	ts ɿ ⁴⁴ + l a ŋ ²⁴	673 674	305
3694	Changsha	egg	tɕi³³ tan¹¹	tɕ i ³³ + t a n ¹¹	673 674	305
3695	Loudi	egg	tɕi⁴⁴ dã¹¹	tɕ i ⁴⁴ + d ã ¹¹	673 674	305
3696	Nanchang	egg	tɕʰi⁴² tʰan²¹	tɕʰ i ⁴² + tʰ a n ²¹	673 674	305
3697	Meixian	egg	ke³³ lon³¹	k e ³³ + l o n ³¹	673 674	305
3698	Guilin	egg	tɕi⁴² tã²¹	tɕ i ⁴² + t ã ²¹	673 674	305
3699	Guangzhou	egg	kɐi⁵³ tan²²	k ɐi ⁵³ + t a n ²²	673 674	305
3700	Fuzhou	egg	kie⁵⁵⁻⁵³ lɔuŋ²⁴²	k j e ⁵⁵ + l ɔu ŋ ²⁴²	673 675	306
3701	Xiamen	egg	kue⁵⁵⁻²² nŋ̍²²	k w e ⁵⁵ + n ŋ̍ ²²	673 675	306
1844	Beijing	eye	iɛn²¹³⁻²¹ tɕiŋ⁵⁵	j ɛ n ²¹³ + tɕ i ŋ ⁵⁵	369 370	311
1845	Ha_erbin	eye	ian²¹³⁻²¹ tɕiŋ⁰	j a n ²¹³ + tɕ i ŋ ⁰	369 370	311
1846	Ha_erbin	eye	ian²¹³	j a n ²¹³	369	310
1847	Jinan	eye	iæ̃⁴⁵⁻²¹³ tɕiŋ⁰	j æ̃ ⁴⁵ + tɕ i ŋ ⁰	369 370	311
1848	Rongcheng	eye	iɐn²¹⁴ tsiŋ⁵²	j ɐ n ²¹⁴ + ts i ŋ ⁵²	369 370	311
1849	Taiyuan	eye	ie⁵³	j e ⁵³	369	310
1850	Taiyuan	eye	ie⁵³ tɕiŋ⁰	j e ⁵³ + tɕ i ŋ ⁰	369 370	307
1851	Xi_an	eye	niæ̃⁵³ uo⁰	n j æ̃ ⁵³ + w o ⁰	369 371	312
1852	Chengdu	eye	iɛn⁵³⁻⁵⁵ tɕin⁵⁵	j ɛ n ⁵³ + tɕ i n ⁵⁵	369 370	311
1853	Nanjing	eye	ien¹¹⁻²² tɕin⁰	j e n ¹¹ + tɕ i n ⁰	369 370	311
1854	Jixi	eye	ŋo²¹³⁻³¹ tɕiɑ̃⁵⁵	ŋ o ²¹³ + tɕ j ɑ̃ ⁵⁵	369 370	308
1855	Suzhou	eye	ŋᴇ²³¹⁻²² u⁴⁴ tsʯ⁴⁴⁻²¹	ŋ e̞ ²³¹ + u ⁴⁴ + ts ʯ ⁴⁴	369 372 373	313
1856	Wenzhou	eye	ŋa²⁴ leŋ³⁴¹⁻⁴² tsɿ⁴⁴⁻²¹	ŋ a ²⁴ + l e ŋ ³⁴¹ + ts ɿ ⁴⁴	369 374 373	315
1857	Changsha	eye	ŋan⁴¹⁻⁴⁴ tɕin⁰	ŋ a n ⁴¹ + tɕ i n ⁰	369 370	309
1858	Loudi	eye	ŋã⁴² tɕy⁴⁴⁻³³	ŋ ã ⁴² + tɕ y ⁴⁴	369 373	314
1859	Nanchang	eye	ŋan²¹³ tɕiaŋ⁰	ŋ a n ²¹³ + tɕ j a ŋ ⁰	369 370	311
1860	Meixian	eye	ŋian³¹ tsu³³	ŋ j a n ³¹ + ts u ³³	369 373	314
1861	Guilin	eye	ŋã²³ tsei⁴²⁻²²	ŋ ã ²³ + ts ei ⁴²	369 370	311
1862	Guangzhou	eye	ŋan²³ tsɛŋ⁵⁵	ŋ a n ²³ + ts ɛ ŋ ⁵⁵	369 370	311
1863	Fuzhou	eye	mɛiʔ⁵ tsieu⁵⁵	m ɛi ʔ ⁵ + ts j eu ⁵⁵	375 373	316
1864	Xiamen	eye	bak⁵⁻³²* tsiu⁵⁵	b a k ⁵ + ts j u ⁵⁵	375 373	316
2869	Beijing	fall	tiɑu⁵¹	t j ɑu ⁵¹	581	319
2870	Ha_erbin	fall	tiau⁵³	t j au ⁵³	581	319
2871	Jinan	fall	tiɔ³¹	t j ɔ ³¹	581	319
2872	Rongcheng	fall	tiau³³⁴	t j au ³³⁴	581	319
2873	Taiyuan	fall	tiau⁴⁵	t j au ⁴⁵	581	319
2874	Taiyuan	fall	tiəʔ²	t j ə ʔ ²	582	320
2875	Taiyuan	fall	laʔ²	l a ʔ ²	583	321
2876	Xi_an	fall	tiɑu⁴⁴	t j ɑu ⁴⁴	581	319
2877	Xi_an	fall	luo²¹	l w o ²¹	583	321
2878	Chengdu	fall	tiau²¹³	t j au ²¹³	581	319
2879	Chengdu	fall	lo²¹	l o ²¹	583	321
2880	Nanjing	fall	tiɔ⁴⁴	t j ɔ ⁴⁴	581	319
2881	Jixi	fall	noʔ³²*	n o ʔ ³²	583	321
2882	Jixi	fall	tiaʔ³²*	t j a ʔ ³²	582	320
2883	Suzhou	fall	dəʔ²³*	d ə ʔ ²³	584	322
2884	Wenzhou	fall	daŋ²²	d a ŋ ²²	585	323
2885	Changsha	fall	tiau¹¹	t j au ¹¹	581	319
2886	Loudi	fall	sua¹³	s w a ¹³	586	324
2887	Nanchang	fall	tiɛt⁵	t j ɛ t ⁵	582	320
2888	Meixian	fall	lok⁵	l o k ⁵	583	321
2889	Guilin	fall	tiɑu²⁵	t j ɑu ²⁵	581	317
2890	Guangzhou	fall	lɔk²	l ɔ k ²	583	321
2891	Fuzhou	fall	tɔuŋ²⁴²	t ɔu ŋ ²⁴²	587	325
2892	Xiamen	fall	lak³²*	l a k ³²	583	318
2073	Beijing	far	yɛn²¹³	ɥ ɛ n ²¹³	409	328
2074	Ha_erbin	far	yan²¹³	ɥ a n ²¹³	409	328
2075	Jinan	far	yæ̃⁴⁵	ɥ æ̃ ⁴⁵	409	328
2076	Rongcheng	far	yɐn²¹⁴	ɥ ɐ n ²¹⁴	409	328
2077	Taiyuan	far	ye⁵³	ɥ e ⁵³	409	328
2078	Xi_an	far	yæ̃⁵³	ɥ æ̃ ⁵³	409	328
2079	Chengdu	far	yan⁵³	ɥ a n ⁵³	409	328
2080	Nanjing	far	yen¹¹	ɥ e n ¹¹	409	328
2081	Jixi	far	yẽ²¹³	ɥ ẽ ²¹³	409	328
2082	Suzhou	far	ɦiø²³¹	ɦ j ø ²³¹	409	328
2083	Wenzhou	far	ju²⁴	j u ²⁴	409	326
2084	Changsha	far	yẽ⁴¹	ɥ ẽ ⁴¹	409	328
2085	Loudi	far	uĩ⁴²	w ĩ ⁴²	409	328
2086	Nanchang	far	yon²¹³	ɥ o n ²¹³	409	328
2087	Meixian	far	ian³¹	j a n ³¹	409	328
2088	Guilin	far	yã²³	ɥ ã ²³	409	328
2089	Guangzhou	far	yn²³	y n ²³	409	328
2090	Fuzhou	far	huoŋ²⁴²	h w o ŋ ²⁴²	409	328
2091	Xiamen	far	uan⁵³	w a n ⁵³	409	327
25	Beijing	fear	pʰᴀ⁵¹	pʰ a̠ ⁵¹	11	351
26	Ha_erbin	fear	pʰa⁵³	pʰ a ⁵³	11	351
27	Jinan	fear	pʰa³¹	pʰ a ³¹	11	351
28	Rongcheng	fear	pʰa³³⁴	pʰ a ³³⁴	11	351
29	Taiyuan	fear	pʰa⁴⁵	pʰ a ⁴⁵	11	351
30	Xi_an	fear	pʰɑ⁴⁴	pʰ ɑ ⁴⁴	11	351
31	Chengdu	fear	pʰa²¹³	pʰ a ²¹³	11	351
32	Chengdu	fear	tsʰa²¹³	tsʰ a ²¹³	12	352
33	Nanjing	fear	pʰɑ⁴⁴	pʰ ɑ ⁴⁴	11	351
34	Jixi	fear	pʰo³⁵	pʰ o ³⁵	11	351
35	Suzhou	fear	pʰo⁴¹²	pʰ o ⁴¹²	11	351
36	Wenzhou	fear	ho⁴¹	h o ⁴¹	13	353
37	Changsha	fear	pʰa⁵⁵	pʰ a ⁵⁵	11	351
38	Loudi	fear	pʰɔ³⁵	pʰ ɔ ³⁵	11	351
39	Nanchang	fear	pʰa²¹³	pʰ a ²¹³	11	351
40	Meixian	fear	pʰa⁵³	pʰ a ⁵³	11	351
41	Meixian	fear	vi⁵³	v i ⁵³	14	354
42	Meixian	fear	kiaŋ⁴⁴	k j a ŋ ⁴⁴	15	355
43	Guilin	fear	pʰᴀ²⁵	pʰ a̠ ²⁵	11	351
44	Guangzhou	fear	pʰa³³	pʰ a ³³	11	351
45	Fuzhou	fear	kiaŋ⁵⁵	k j a ŋ ⁵⁵	15	355
46	Xiamen	fear	kiã⁵⁵	k j ã ⁵⁵	15	355
2011	Beijing	feather	y²¹³⁻²¹ mɑu³⁵	y ²¹³ + m ɑu ³⁵	403 263	359
2012	Ha_erbin	feather	y²¹³⁻²¹ maur²⁴	y ²¹³ + m au ²⁴	403 263	359
2013	Jinan	feather	y⁴⁵ mɔ⁵³	y ⁴⁵ + m ɔ ⁵³	403 263	359
2014	Jinan	feather	mɔ⁵³	m ɔ ⁵³	263	358
2015	Rongcheng	feather	y²¹³ mɔ⁵²	y ²¹³ + m ɔ ⁵²	403 263	359
2016	Taiyuan	feather	y⁵³ mau²¹	y ⁵³ + m au ²¹	403 263	359
2017	Xi_an	feather	mɑu²⁴	m ɑu ²⁴	263	358
2018	Chengdu	feather	y⁵³⁻⁴⁵ mau²¹	y ⁵³ + m au ²¹	403 263	359
2019	Nanjing	feather	i¹¹⁻²¹ mɔ¹³	i ¹¹ + m ɔ ¹³	403 263	359
2020	Jixi	feather	y²¹³⁻³¹ mɤ⁴⁴	y ²¹³ + m ɤ ⁴⁴	403 263	359
2021	Jixi	feather	mɤ⁴⁴	m ɤ ⁴⁴	263	358
2022	Suzhou	feather	y⁴⁴ mæ¹³⁻²¹	y ⁴⁴ + m æ ¹³	403 263	359
2023	Suzhou	feather	mæ¹³	m æ ¹³	263	358
2024	Wenzhou	feather	vu²⁴⁻³³ mə³⁴¹⁻²²	v u ²⁴ + m ə ³⁴¹	403 263	359
2025	Wenzhou	feather	mə³⁴¹	m ə ³⁴¹	263	358
2026	Changsha	feather	y⁴¹ mau¹³	y ⁴¹ + m au ¹³	403 263	359
2027	Loudi	feather	y⁴² mɤ¹³⁻³³	y ⁴² + m ɤ ¹³	403 263	359
2028	Nanchang	feather	y²¹³ mau⁴⁵	y ²¹³ + m au ⁴⁵	403 263	359
2029	Meixian	feather	i³³ mau³³	i ³³ + m au ³³	403 263	359
2030	Guilin	feather	mɑu²²	m ɑu ²²	263	358
2031	Guangzhou	feather	y²³ mou²¹	y ²³ + m ou ²¹	403 263	359
2032	Fuzhou	feather	y³² mau⁵³	y ³² + m au ⁵³	403 263	356
2033	Fuzhou	feather	mau⁵³⁻³³ mau⁵³	m au ⁵³ + m au ⁵³	263 776	357
2034	Xiamen	feather	sit⁵⁻³²* mŋ̍²⁴	s i t ⁵ + m ŋ̍ ²⁴	404 263	360
624	Beijing	few	ʂɑu⁵¹	ʂ ɑu ⁵¹	141	361
625	Ha_erbin	few	ʂau²¹³	ʂ au ²¹³	141	361
626	Jinan	few	ʂɔ⁴⁵	ʂ ɔ ⁴⁵	141	361
627	Rongcheng	few	ʂau³³⁴	ʂ au ³³⁴	141	363
628	Taiyuan	few	sau⁵³	s au ⁵³	141	361
629	Xi_an	few	ʂɑu⁵³	ʂ ɑu ⁵³	141	361
630	Chengdu	few	sau⁵³	s au ⁵³	141	361
631	Chengdu	few	kua⁵³	k w a ⁵³	142	362
632	Nanjing	few	sɔ¹¹	s ɔ ¹¹	141	361
633	Jixi	few	ɕie²¹³	ɕ j e ²¹³	141	361
634	Suzhou	few	sæ⁵²	s æ ⁵²	141	361
635	Wenzhou	few	ɕiɛ²⁴²	ɕ j ɛ ²⁴²	141	361
636	Changsha	few	sau⁴¹	s au ⁴¹	141	361
637	Loudi	few	ɕiɤ⁴²	ɕ j ɤ ⁴²	141	361
638	Nanchang	few	sɛu²¹³	s ɛu ²¹³	141	361
639	Meixian	few	sau³¹	s au ³¹	141	361
640	Guilin	few	sɑu²³	s ɑu ²³	141	361
641	Guangzhou	few	siu³⁵	s j u ³⁵	141	361
642	Fuzhou	few	tsieu³²	ts j eu ³²	141	361
643	Xiamen	few	tsio⁵³	ts j o ⁵³	141	361
2781	Beijing	fight	tɑ²¹⁴⁻²¹ tɕiɑ⁵¹	t ɑ ²¹⁴ + tɕ j ɑ ⁵¹	115 563	366
2782	Ha_erbin	fight	ta²¹³⁻²¹ tɕia⁵³	t a ²¹³ + tɕ j a ⁵³	115 563	367
2783	Ha_erbin	fight	ta²¹³⁻²¹ tʂaŋ⁵³	t a ²¹³ + ʈʂ a ŋ ⁵³	115 564	368
2784	Ha_erbin	fight	kan⁵³ tʂaŋ⁵³	k a n ⁵³ + ʈʂ a ŋ ⁵³	795 564	386
2785	Jinan	fight	ta⁴⁵ tɕia²¹	t a ⁴⁵ + tɕ j a ²¹	115 563	369
2786	Rongcheng	fight	ta²¹⁴⁻² tʂaŋ³³⁴	t a ²¹⁴ + ʈʂ a ŋ ³³⁴	115 564	370
2787	Taiyuan	fight	ta⁵³ tɕia⁴⁵	t a ⁵³ + tɕ j a ⁴⁵	115 563	371
2788	Xi_an	fight	tɑ⁵³ pfʰei²⁴	t ɑ ⁵³ + pfʰ ei ²⁴	115 566	372
2789	Chengdu	fight	ta⁵³⁻⁵⁵ tɕia²¹³	t a ⁵³ + tɕ j a ²¹³	115 563	373
2790	Chengdu	fight	ta⁵³⁻⁵⁵ tsʰuei²¹	t a ⁵³ + tsʰ w ei ²¹	115 567	374
2791	Chengdu	fight	ko²¹⁻⁵⁵ ȵie²¹	k o ²¹ + ɲ j e ²¹	568 569	384
2792	Nanjing	fight	tɑ¹¹⁻²² tɕiɑ⁴⁴⁻²²	t ɑ ¹¹ + tɕ j ɑ ⁴⁴	115 563	375
2793	Jixi	fight	tɔ²¹³⁻³¹ ko³⁵	t ɔ ²¹³ + k o ³⁵	115 563	376
2794	Suzhou	fight	tã⁵² siã⁴⁴⁻³¹ tã⁵²⁻³¹	t ã ⁵² + s j ã ⁴⁴ + t ã ⁵²	115 288 115	365
2795	Wenzhou	fight	tiə²⁴²⁻²⁴ tsʰɿ⁰	t j ɛ ²⁴² + tsʰ ɿ ⁰	115 245	364
2796	Wenzhou	fight	tøy²⁴²⁻⁵³ tiɛ²⁴²⁻²²	t øy ²⁴² + t j ɛ ²⁴²	570 115	385
2797	Changsha	fight	ta⁴¹⁻⁴⁴ tɕia⁵⁵	t a ⁴¹ + tɕ j a ⁵⁵	115 563	377
2798	Loudi	fight	ta⁴² tɕiɔ³⁵	t a ⁴² + tɕ j ɔ ³⁵	115 563	378
2799	Nanchang	fight	ta²¹³ ka⁴⁵	t a ²¹³ + k a ⁴⁵	115 563	379
2800	Meixian	fight	ta³¹ kau³³⁻⁵³ e⁰	t a ³¹ + k au ³³ + e ⁰	115 571 770	380
2801	Guilin	fight	tɑ²³ kɑ²⁵	t ɑ ²³ + k ɑ ²⁵	115 563	381
2802	Guangzhou	fight	ta³⁵ kau⁵⁵	t a ³⁵ + k au ⁵⁵	115 571	382
2803	Fuzhou	fight	souŋ⁵⁵⁻⁵³ pʰaʔ²¹*	s ou ŋ ⁵⁵ + pʰ a ʔ ²¹	288 562	383
2804	Xiamen	fight	sio⁵⁵⁻²² pʰaʔ³²*	s io ⁵⁵ + pʰ a ʔ ³²	288 562	383
3664	Beijing	fire	xuo²¹⁴	x w o ²¹⁴	672	394
3665	Ha_erbin	fire	xuo²¹³	x w o ²¹³	672	394
3666	Jinan	fire	xuɤ⁴⁵	x w ɤ ⁴⁵	672	394
3667	Rongcheng	fire	xuɔ²¹⁴	x w ɔ ²¹⁴	672	394
3668	Taiyuan	fire	xuɤ⁵³	x w ɤ ⁵³	672	394
3669	Xi_an	fire	xuo⁵³	x w o ⁵³	672	394
3670	Chengdu	fire	xo⁵³	x o ⁵³	672	394
3671	Nanjing	fire	xo¹¹	x o ¹¹	672	394
3672	Jixi	fire	xɵ²¹³	x ɵ ²¹³	672	387
3673	Suzhou	fire	həu⁵²	h əu ⁵²	672	388
3674	Wenzhou	fire	fu²⁴²	f u ²⁴²	672	389
3675	Changsha	fire	xo⁴¹	x o ⁴¹	672	390
3676	Loudi	fire	xo⁴²	x o ⁴²	672	391
3677	Nanchang	fire	fo²¹³	f o ²¹³	672	392
3678	Meixian	fire	fo³¹	f o ³¹	672	393
3679	Guilin	fire	xuo²³	x w o ²³	672	394
3680	Guangzhou	fire	fɔ³⁵	f ɔ ³⁵	672	394
3681	Fuzhou	fire	huoi³²	h w oi ³²	672	394
3682	Xiamen	fire	he⁵³	h e ⁵³	672	394
1992	Beijing	fish	y³⁵	y ³⁵	402	399
1993	Ha_erbin	fish	y²⁴	y ²⁴	402	399
1994	Jinan	fish	y⁵³	y ⁵³	402	399
1995	Rongcheng	fish	y⁵²	y ⁵²	402	399
1996	Taiyuan	fish	y²¹	y ²¹	402	399
1997	Xi_an	fish	y²⁴	y ²⁴	402	399
1998	Chengdu	fish	y²¹	y ²¹	402	399
1999	Nanjing	fish	yi¹³	y ¹³	402	399
2000	Jixi	fish	ȵy⁴⁴	ɲ y ⁴⁴	402	399
2001	Suzhou	fish	ŋ̍¹³	ŋ̍ ¹³	402	399
2002	Wenzhou	fish	ŋøy³⁴¹	ŋ øy ³⁴¹	402	395
2003	Changsha	fish	y¹³	y ¹³	402	396
2004	Loudi	fish	y¹³	y ¹³	402	397
2005	Nanchang	fish	ȵie⁴⁵	ɲ j e ⁴⁵	402	399
2006	Meixian	fish	n̩¹¹	n n̩/ə ¹¹	402	399
2007	Guilin	fish	ŋ̍t²³ sɿ⁰ te³³	ŋ̍ ²³ + ts ɿ ⁰ + t e ³³	402 756 757	400
2008	Guangzhou	fish	y²¹	y ²¹	402	399
2009	Fuzhou	fish	ŋy⁵³	ŋ y ⁵³	402	398
2010	Xiamen	fish	hi²⁴	h i ²⁴	402	399
1502	Beijing	five	u²¹³	u ²¹³	324	401
1503	Ha_erbin	five	u²¹³	u ²¹³	324	401
1504	Jinan	five	u⁴⁵	u ⁴⁵	324	401
1505	Rongcheng	five	u²¹⁴	u ²¹⁴	324	401
1506	Taiyuan	five	u⁵³	u ⁵³	324	401
1507	Xi_an	five	u⁵³	u ⁵³	324	401
1508	Chengdu	five	u⁵³	u ⁵³	324	401
1509	Nanjing	five	u¹¹	u ¹¹	324	401
1510	Jixi	five	vu²¹³	v u ²¹³	324	401
1511	Suzhou	five	ŋ̍²³¹	ŋ̍ ²³¹	324	401
1512	Wenzhou	five	ŋ̍²⁴	ŋ̍ ²⁴	324	401
1513	Changsha	five	u⁴¹	u ⁴¹	324	401
1514	Loudi	five	u⁴²	u ⁴²	324	401
1515	Nanchang	five	ŋ̍²¹³	ŋ̍ ²¹³	324	401
1516	Meixian	five	n̩³¹	n̩ ³¹	324	401
1517	Guilin	five	ŋ̍²³	ŋ̍ ²³	324	401
1518	Guangzhou	five	ŋ̍²³	ŋ̍ ²³	324	401
1519	Fuzhou	five	ŋou²⁴²	ŋ ou ²⁴²	324	401
1520	Xiamen	five	gɔ²²	g ɔ ²²	324	401
438	Beijing	flesh	ʐou⁵¹	ʐ ou ⁵¹	18	402
439	Ha_erbin	flesh	ʐou⁵³	ʐ ou ⁵³	18	402
440	Jinan	flesh	ʐou³¹	ʐ ou ³¹	18	402
441	Rongcheng	flesh	iou³³⁴	j ou ³³⁴	18	402
442	Taiyuan	flesh	zəu⁴⁵	z əu ⁴⁵	18	404
443	Xi_an	flesh	ʐou⁴⁴	ʐ ou ⁴⁴	18	405
444	Chengdu	flesh	zəu²¹³	z əu ²¹³	18	406
445	Nanjing	flesh	ʐəɯ⁴⁴	ʐ əɯ ⁴⁴	18	407
446	Jixi	flesh	ȵyoʔ³²*	ɲ ɥ o ʔ ³²	18	402
447	Suzhou	flesh	ȵioʔ²³*	ɲ j o ʔ ²³	18	402
448	Wenzhou	flesh	ȵieu²¹	ɲ j eu ²¹	18	402
449	Changsha	flesh	ʐəu²⁴	ʐ əu ²⁴	18	408
450	Loudi	flesh	nio³⁵	n io ³⁵	18	402
451	Nanchang	flesh	ȵiuʔ⁵	ɲ j u ʔ ⁵	18	402
452	Meixian	flesh	ŋiuk¹	ŋ j u k ¹	18	402
453	Guilin	flesh	iou⁵⁵	j ou ⁵⁵	18	409
454	Guangzhou	flesh	ik²	i o k ²	18	402
455	Fuzhou	flesh	nyʔ⁵	n y ʔ ⁵	18	402
456	Xiamen	flesh	baʔ³²*	b a ʔ ³²	838	403
68	Beijing	float	pʰiɑu⁵⁵ fu³⁵	pʰ j ɑu ⁵⁵ + f u ³⁵	20 21	411
69	Ha_erbin	float	pʰiau⁴⁴ fu²⁴	pʰ j au ⁴⁴ + f u ²⁴	20 21	411
70	Jinan	float	pʰiɔ²¹⁴ fu⁵³	pʰ j ɔ ²¹⁴ + f u ⁵³	20 21	411
71	Rongcheng	float	pʰiau⁵² fu³⁵	pʰ j au ⁵² + f u ³⁵	20 21	411
72	Taiyuan	float	pʰiɑu²¹	pʰ j ɑu ²¹	20	410
73	Xi_an	float	pʰiau²¹	pʰ j au ²¹	20	410
74	Xi_an	float	fu²⁴	f u ²⁴	21	413
75	Chengdu	float	pʰiau⁴⁵	pʰ j au ⁴⁵	20	410
76	Nanjing	float	pʰiɔ³¹ fu¹³	pʰ j ɔ ³¹ + f u ¹³	20 21	411
77	Nanjing	float	fu¹³	f u ¹³	21	413
78	Nanjing	float	piɔ³¹	p j ɔ ³¹	20	410
79	Jixi	float	fu⁴⁴	f u ⁴⁴	21	416
80	Jixi	float	pʰie⁵⁵ fu⁴⁴	pʰ j e ⁵⁵ + f u ⁴⁴	20 21	417
81	Suzhou	float	tʰən⁵²	tʰ ə n ⁵²	22	415
82	Wenzhou	float	və³⁴¹	v ə ³⁴¹	21	418
83	Wenzhou	float	taŋ⁵¹	t a ŋ ⁵¹	22	415
84	Changsha	float	pʰiau³³ fu⁰	pʰ j au ³³ + f u ⁰	20 21	419
85	Loudi	float	bɤ¹³	b ɤ ¹³	21	413
86	Nanchang	float	pʰiɛu⁴²	pʰ j ɛu ⁴²	20	410
87	Nanchang	float	fəu⁴⁵	f ɛu ⁴⁵	21	420
88	Nanchang	float	pʰiɛu⁴² fɛu⁴⁵	pʰ j ɛu ⁴² + f ɛu ⁴⁵	20 21	421
89	Meixian	float	feu¹¹	f eu ¹¹	21	422
90	Guilin	float	fu²² tɑu²³⁻³³	f u ²² + t ɑu ²³	21 23	423
91	Guangzhou	float	pʰiu⁵³ fɐu²¹	pʰ j u ⁵³ + f ɐu ²¹	20 21	424
92	Fuzhou	float	pʰieu⁵⁵ lɛ³²	pʰ j eu ⁵⁵ + l ɛ ³²	20 24	412
93	Fuzhou	float	pʰu⁵³ lɛ³²	pʰ u ⁵³ + l ɛ ³²	21 24	414
94	Xiamen	float	pʰu²⁴	pʰ u ²⁴	21	413
3977	Beijing	flow	liou³⁵	l j ou ³⁵	164	425
3978	Ha_erbin	flow	liou²⁴	l j ou ²⁴	164	425
3979	Jinan	flow	liou⁵³	l j ou ⁵³	164	425
3980	Rongcheng	flow	liou³⁵	l j ou ³⁵	164	425
3981	Taiyuan	flow	liəu²¹	l j əu ²¹	164	425
3982	Xi_an	flow	liou²⁴	l j ou ²⁴	164	425
3983	Chengdu	flow	liəu²¹	l j əu ²¹	164	425
3984	Nanjing	flow	tʰɑ̃¹¹	tʰ ɑ̃ ¹¹	706	426
3985	Nanjing	flow	ȵiəɯ¹³	ɲ j əɯ ¹³	164	425
3986	Jixi	flow	ni⁴⁴	n i ⁴⁴	164	425
3987	Suzhou	flow	tʰɑ̃⁵²	tʰ ɑ̃ ⁵²	706	426
3988	Wenzhou	flow	lɤu³⁴¹	l ɤu ³⁴¹	164	425
3989	Changsha	flow	liəu¹³	l j əu ¹³	164	425
3990	Loudi	flow	lio¹³	l j o ¹³	164	425
3991	Nanchang	flow	liu⁴⁵	l j u ⁴⁵	164	425
3992	Meixian	flow	liu¹¹	l j u ¹¹	164	425
3993	Guilin	flow	liou²²	l j ou ²²	164	425
3994	Guangzhou	flow	lɐu²¹	l ɐu ²¹	164	425
3995	Fuzhou	flow	lau⁵³	l au ⁵³	164	425
3996	Xiamen	flow	lau²⁴	l au ²⁴	164	425
3563	Beijing	flower	xuɐr⁵⁵	x w a ⁵⁵	662	428
3564	Ha_erbin	flower	xuar⁴⁴	x w a ⁴⁴	662	428
3565	Jinan	flower	xuar²¹⁴	x w a ²¹⁴	662	428
3566	Rongcheng	flower	xuar⁵²	x w a ⁵²	662	428
3567	Taiyuan	flower	xua²¹	x w a ²¹	662	428
3568	Xi_an	flower	xuɑr²¹	x w ɑ ²¹	662	428
3569	Chengdu	flower	xua⁴⁵	x w a ⁴⁵	662	428
3570	Nanjing	flower	xuɑ³¹	x w ɑ ³¹	662	428
3571	Jixi	flower	xo⁵⁵ n̩⁰	x o ⁵⁵ + n̩ ⁰	662 810	430
3572	Suzhou	flower	ho⁴⁴	h o ⁴⁴	662	428
3573	Wenzhou	flower	ho⁴⁴	h o ⁴⁴	662	428
