ID	DOCULECT	CONCEPT	VALUE	TOKENS	COGIDS	NOBORID
690	Taiyuan	rope	səŋ²¹	s ə ŋ ²¹	153	644
691	Taiyuan	rope	səŋ²¹ tsəʔ⁰	s ə ŋ ²¹ + ts ə ʔ ⁰	153 19	646
692	Xi_an	rope	ʂəŋ²⁴	ʂ ə ŋ ²⁴	153	644
693	Chengdu	rope	suən²¹⁻⁵⁵ tsɿ⁵³	s w ə n ²¹ + ts ɿ ⁵³	153 19	646
694	Chengdu	rope	suən²¹⁻⁵⁵ sər²¹	s w ə n ²¹ + s ə r ²¹	153 154	645
695	Chengdu	rope	so²¹⁻⁵⁵ sər²¹	s o ²¹ + s ə ²¹	154 35	649
696	Chengdu	rope	so²¹⁻⁵⁵ tsɿ²¹	s o ²¹ + ts ɿ ²¹	154 19	648
697	Nanjing	rope	sən¹³⁻¹¹ tsɿ⁰	s ə n ¹³ + ts ɿ ⁰	153 19	646
698	Jixi	rope	ɕiɑ̃⁴⁴	ɕ j ɑ̃ ⁴⁴	153	644
699	Suzhou	rope	zən¹³	z ə n ¹³	153	644
700	Wenzhou	rope	zeŋ³⁴¹	z e ŋ ³⁴¹	153	644
701	Changsha	rope	sən¹³ tsɿ⁰	s ə n ¹³ + ts ɿ ⁰	153 19	646
702	Changsha	rope	so²⁴ tsɿ⁰	s o ²⁴ + ts ɿ ⁰	154 19	648
703	Loudi	rope	ʑin¹³ tsɿ⁰	ʑ i n ¹³ + ts ɿ ⁰	153 19	646
704	Nanchang	rope	sɨn⁴⁵ tsɿ⁰	s ɨ n ⁴⁵ + ts ɿ ⁰	153 19	646
705	Meixian	rope	sok¹	s o k ¹	154	647
706	Guilin	rope	suo⁵⁵ tse²³⁻³³	s w o ⁵⁵ + ts e ²³	154 19	648
707	Guangzhou	rope	seŋ²¹	s e ŋ ²¹	153	644
708	Fuzhou	rope	soʔ²⁴*	s o ʔ ²⁴	154	647
709	Xiamen	rope	soʔ³²*⁻⁵ a⁵³	s o ʔ ³² + Ø a ⁵³	154 797	650
3107	Beijing	rotten	fu²¹⁴⁻²¹ lan⁵¹	f u ²¹⁴ + l a n ⁵¹	607 608	652
3108	Ha_erbin	rotten	fu²¹³⁻²¹ lan⁵³	f u ²¹³ + l a n ⁵³	607 608	652
3109	Jinan	rotten	fu²¹⁴⁻⁵⁴ læ̃⁰	f u ²¹⁴ + l æ̃ ⁰	607 608	652
3110	Rongcheng	rotten	lɐn³³⁴ lə⁰	l ɐ n ³³⁴ + l ə ⁰	608 5	655
3111	Taiyuan	rotten	fu⁵³ læ̃⁴⁵	f u ⁵³ + l æ̃ ⁴⁵	607 608	652
3112	Xi_an	rotten	læ̃⁴⁴	l æ̃ ⁴⁴	608	653
3113	Chengdu	rotten	lan²¹³	l a n ²¹³	608	653
3114	Nanjing	rotten	lɑ̃⁴⁴	l ɑ̃ ⁴⁴	608	653
3115	Nanjing	rotten	fu¹¹⁻²² lɑ̃⁴⁴⁻²²	f u ¹¹ + l ɑ̃ ⁴⁴	607 608	652
3116	Jixi	rotten	nɔ³¹	n ɔ ³¹	608	653
3117	Suzhou	rotten	lᴇ²³¹	l e̞ ²³¹	608	653
3118	Wenzhou	rotten	la²²⁻³³ tsʰɿ⁰	l a ²² + tsʰ ɿ ⁰	608 245	654
3119	Wenzhou	rotten	vøy²² la²²⁻⁴²	v øy ²² + l a ²²	607 608	652
3120	Changsha	rotten	fu⁴¹ lan¹¹	f u ⁴¹ + l a n ¹¹	607 608	652
3121	Loudi	rotten	xu⁴² lã¹¹	x u ⁴² + l ã ¹¹	607 608	652
3122	Nanchang	rotten	fu²⁴ lan²¹	f u ²⁴ + l a n ²¹	607 608	652
3123	Meixian	rotten	fu³¹ lan⁵³	f u ³¹ + l a n ⁵³	607 608	652
3124	Guilin	rotten	fu²³ lã²¹	f u ²³ + l ã ²¹	607 608	652
3125	Guangzhou	rotten	lan²²	l a n ²²	608	653
3126	Guangzhou	rotten	fu²² lan²²	f u ²² + l a n ²²	607 608	652
3127	Fuzhou	rotten	pou²⁴²	p ou ²⁴²	607	651
3128	Fuzhou	rotten	aŋ³²⁻⁵⁵ pou²⁴²	a ŋ ³² + p ou ²⁴²	609 607	657
3129	Fuzhou	rotten	aŋ³²	a ŋ ³²	609	656
3130	Xiamen	rotten	nuã²²	n w ã ²²	608	653
2054	Beijing	round	yɛn³⁵	ɥ ɛ n ³⁵	406	658
2055	Ha_erbin	round	yan²⁴	ɥ a n ²⁴	406	658
2056	Jinan	round	yæ̃⁵³	ɥ æ̃ ⁵³	406	658
2057	Rongcheng	round	tʰɐn³⁵	tʰ ɐ n ³⁵	407	660
2058	Taiyuan	round	ye²¹	ɥ e ²¹	406	658
2059	Xi_an	round	yæ̃²⁴	ɥ æ̃ ²⁴	406	658
2060	Chengdu	round	yan²¹	ɥ a n ²¹	406	658
2061	Nanjing	round	yen¹³	ɥ e n ¹³	406	658
2062	Jixi	round	yẽ⁴⁴	ɥ ẽ ⁴⁴	406	658
2063	Suzhou	round	ɦiø¹³	ɦ j ø ¹³	406	658
2064	Wenzhou	round	jy³⁴¹	j y ³⁴¹	406	658
2065	Changsha	round	yẽ¹³	ɥ ẽ ¹³	406	658
2066	Loudi	round	uĩ¹³ tʰue⁴⁴	w ĩ ¹³ + tʰ w e ⁴⁴	406 408	659
2067	Nanchang	round	yon⁴⁵	ɥ o n ⁴⁵	406	658
2068	Meixian	round	ian¹¹	j a n ¹¹	406	658
2069	Guilin	round	yã²²	ɥ ã ²²	406	658
2070	Guangzhou	round	yn²¹	y n ²¹	406	658
2071	Fuzhou	round	ieŋ⁵³	j e ŋ ⁵³	406	658
2072	Xiamen	round	iæ²⁴	ĩ ²⁴	406	658
375	Beijing	rub	tsʰɑ⁵⁵	tsʰ ɑ ⁵⁵	104	661
376	Ha_erbin	rub	tsʰa⁴⁴	tsʰ a ⁴⁴	104	661
377	Jinan	rub	tsʰa²¹⁴	tsʰ a ²¹⁴	104	661
378	Rongcheng	rub	tsʰa²¹⁴	tsʰ a ²¹⁴	104	661
379	Taiyuan	rub	tsʰaʔ²	tsʰ a ʔ ²	104	661
380	Taiyuan	rub	tɕʰie²¹	tɕʰ j e ²¹	105	662
381	Xi_an	rub	tsʰɑ²¹	tsʰ ɑ ²¹	104	661
382	Chengdu	rub	tsʰa²¹	tsʰ a ²¹	104	661
383	Chengdu	rub	kʰai⁴⁵	kʰ ai ⁴⁵	106	663
384	Nanjing	rub	tsʰɑʔ⁵	tsʰ ɑ ʔ ⁵	104	661
385	Nanjing	rub	kʰɛ³¹	kʰ ɛ ³¹	106	663
386	Jixi	rub	tsʰaʔ³²*	tsʰ a ʔ ³²	104	661
387	Suzhou	rub	kʰɑ⁴⁴	kʰ ɑ ⁴⁴	106	663
388	Wenzhou	rub	tsʰa⁴¹	tsʰ a ⁴¹	104	661
389	Changsha	rub	tsʰa²⁴	tsʰ a ²⁴	104	661
390	Loudi	rub	kʰa¹³	kʰ a ¹³	106	663
391	Nanchang	rub	tsʰaʔ⁵	tsʰ a ʔ ⁵	104	661
392	Nanchang	rub	ŋai⁴²	ŋ ai ⁴²	107	664
393	Nanchang	rub	mot⁵	m o t ⁵	108	665
394	Nanchang	rub	kʰai⁴²	kʰ ai ⁴²	106	663
395	Meixian	rub	mat¹	m a t ¹	108	665
396	Guilin	rub	mɑ⁵⁵	m ɑ ⁵⁵	108	665
397	Guangzhou	rub	tsʰat³	tsʰ a t ³	104	661
398	Fuzhou	rub	kaŋ³²	k a ŋ ³²	109	666
399	Xiamen	rub	tsʰit³²*	tsʰ i t ³²	110	667
1825	Beijing	salt	iɛn³⁵	j ɛ n ³⁵	367	668
1826	Ha_erbin	salt	ian²⁴	j a n ²⁴	367	668
1827	Jinan	salt	iæ̃⁵³	j æ̃ ⁵³	367	668
1828	Rongcheng	salt	iɐn⁵²	j ɐ n ⁵²	367	668
1829	Taiyuan	salt	ɕie²¹ ie²¹	ɕ j e ²¹ + j e ²¹	368 367	670
1830	Xi_an	salt	iæ̃²⁴	j æ̃ ²⁴	367	668
1831	Chengdu	salt	iɛn²¹⁻⁵⁵ pa⁵⁵	j ɛ n ²¹ + p a ⁵⁵	367 309	669
1832	Nanjing	salt	ien¹³	j e n ¹³	367	668
1833	Jixi	salt	iẽ⁴⁴	j ẽ ⁴⁴	367	668
1834	Suzhou	salt	ɦiɪ¹³	ɦ j ɪ ¹³	367	668
1835	Wenzhou	salt	ji³⁴¹	j i ³⁴¹	367	668
1836	Changsha	salt	iẽ¹³	j ẽ ¹³	367	668
1837	Loudi	salt	niæ¹³	n ĩ ¹³	367	668
1838	Nanchang	salt	iɛn⁴⁵	j ɛ n ⁴⁵	367	668
1839	Meixian	salt	iam¹¹	j a m ¹¹	367	668
1840	Guilin	salt	iã²²	j ã ²²	367	668
1841	Guangzhou	salt	im²¹	i m ²¹	367	668
1842	Fuzhou	salt	sieŋ⁵³	s j e ŋ ⁵³	367	668
1843	Xiamen	salt	iam²⁴	j a m ²⁴	367	668
564	Beijing	sand	ʂᴀ⁵⁵	ʂ a̠ ⁵⁵	138	671
565	Ha_erbin	sand	ʂa⁴⁴ tsɿ⁰	ʂ a ⁴⁴ + ts ɿ ⁰	138 19	673
566	Jinan	sand	ʂa²¹⁴⁻²¹ tsɿ⁰	ʂ a ²¹⁴ + ts ɿ ⁰	138 19	673
567	Rongcheng	sand	ʂa⁵²	ʂ a ⁵²	138	671
568	Taiyuan	sand	sa²¹	s a ²¹	138	671
569	Xi_an	sand	sɑ²¹ tsɿ⁰	s ɑ ²¹ + ts ɿ ⁰	138 19	673
570	Chengdu	sand	sa⁴⁵	s a ⁴⁵	138	671
571	Chengdu	sand	sa⁴⁵ sa⁵⁵	s a ⁴⁵ + s a ⁵⁵	138 138	672
572	Chengdu	sand	sa⁴⁵ tsɿ⁰	s a ⁴⁵ + ts ɿ ⁰	138 19	673
573	Nanjing	sand	sɑ³¹ tsɿ⁰	s ɑ ³¹ + ts ɿ ⁰	138 19	673
574	Jixi	sand	so⁵⁵ tsɿ⁰	s o ⁵⁵ + ts ɿ ⁰	138 19	673
575	Suzhou	sand	so⁴⁴	s o ⁴⁴	138	671
576	Wenzhou	sand	so⁴⁴	s o ⁴⁴	138	671
577	Changsha	sand	sa³³ tsɿ⁰	s a ³³ + ts ɿ ⁰	138 19	673
578	Changsha	sand	sa³³ po¹³ tsɿ⁰	s a ³³ + p o ¹³ + ts ɿ ⁰	138 28 19	674
579	Loudi	sand	sɔ⁴⁴ tsɿ⁰	s ɔ ⁴⁴ + ts ɿ ⁰	138 19	673
580	Nanchang	sand	sa⁴² tsɿ⁰	s a ⁴² + ts ɿ ⁰	138 19	673
581	Meixian	sand	sa³³⁻³⁵ ve⁰	s a ³³ + v e ⁰	138 827	675
582	Guilin	sand	sɑ⁴² tse²³⁻³³	s ɑ ⁴² + ts e ²³	138 19	673
583	Guangzhou	sand	sa⁵³	s a ⁵³	138	671
584	Fuzhou	sand	sai⁵⁵	s ai ⁵⁵	138	671
585	Xiamen	sand	sua⁵⁵	s w a ⁵⁵	138	671
987	Beijing	say	ʂuo⁵⁵	ʂ w o ⁵⁵	206	677
988	Ha_erbin	say	ʂuo⁴⁴	ʂ w o ⁴⁴	206	677
989	Ha_erbin	say	pai⁴⁴	p ai ⁴⁴	144	676
990	Ha_erbin	say	lau⁴⁴	l au ⁴⁴	208	678
991	Jinan	say	ʂuɤ²¹	ʂ w ɤ ²¹⁴	206	677
992	Rongcheng	say	ʃuɛ²¹⁴	ʃ w ɛ ²¹⁴	206	677
993	Taiyuan	say	suəʔ²	s w ə ʔ ²	206	677
994	Xi_an	say	ʂy²¹	ʂ ɤ ²¹	206	677
995	Chengdu	say	so²¹	s o ²¹	206	677
996	Chengdu	say	pai⁵³	p ai ⁵³	144	676
997	Nanjing	say	tɕiɑ̃¹¹	tɕ j ɑ̃ ¹¹	210	679
998	Nanjing	say	soʔ⁵	s o ʔ ⁵	206	677
999	Jixi	say	ɕyaʔ³²*	ɕ ɥ a ʔ ³²	206	677
1000	Jixi	say	kõ²¹³	k õ ²¹³	210	679
1001	Suzhou	say	səʔ⁴	s ə ʔ ⁴	206	677
1002	Wenzhou	say	kuɔ²⁴²	k w ɔ ²⁴²	210	679
1003	Changsha	say	so²⁴	s o ²⁴	206	677
1004	Changsha	say	tɕian⁴¹	tɕ j a n ⁴¹	210	679
1005	Loudi	say	kɔŋ⁴²	k ɔ ŋ ⁴²	210	679
1006	Nanchang	say	ua²¹	w a ²¹	211	680
1007	Meixian	say	koŋ³¹	k o ŋ ³¹	210	679
1008	Guilin	say	kɑŋ²³	k ɑ ŋ ²³	210	679
1009	Guangzhou	say	syt³	s y t ³	206	677
1010	Fuzhou	say	kouŋ³²	k ou ŋ ³²	210	679
1011	Xiamen	say	kɔŋ⁵³	k ɔ ŋ ⁵³	210	679
2438	Beijing	scratch	tʂuᴀ⁵⁵	ʈʂ w a̠ ⁵⁵	518	681
2439	Ha_erbin	scratch	tʂua⁴⁴	ʈʂ w a ⁴⁴	518	681
2440	Ha_erbin	scratch	tau⁴⁴	t au ⁴⁴	519	682
2441	Jinan	scratch	tʂua²¹⁴	ʈʂ w a ²¹⁴	518	681
2442	Rongcheng	scratch	tʂua²¹⁴	ʈʂ w a ²¹⁴	518	681
2443	Taiyuan	scratch	tsua²¹	ts w a ²¹	518	681
2444	Xi_an	scratch	pfɑ²¹	pf ɑ ²¹	518	681
2445	Chengdu	scratch	pa⁴⁵	p a ⁴⁵	780	689
2446	Chengdu	scratch	tai²¹	t ai ²¹	520	683
2447	Chengdu	scratch	tsua⁴⁵	ts w a ⁴⁵	518	681
2448	Nanjing	scratch	tsuɑ³¹	ts w ɑ ³¹	518	681
2449	Jixi	scratch	tso⁵⁵	ts o ⁵⁵	518	681
2450	Suzhou	scratch	tsoʔ⁴	ts o ʔ ⁴	521	684
2451	Suzhou	scratch	o⁴⁴	o ⁴⁴	522	685
2452	Suzhou	scratch	no¹³	n o ¹³	523	686
2453	Wenzhou	scratch	tɕyo⁴¹	tɕ ɥ o ⁴¹	518	681
2454	Changsha	scratch	tɕya³³	tɕ ɥ a ³³	518	681
2455	Loudi	scratch	tsɔ⁴⁴	ts ɔ ⁴⁴	518	681
2456	Nanchang	scratch	tsua⁴²	ts w a ⁴²	518	681
2457	Meixian	scratch	tsa³³	ts a ³³	518	681
2458	Meixian	scratch	tsok¹¹	ts o k ¹¹	521	684
2459	Guilin	scratch	tsuo⁵⁵	ts w o ⁵⁵	521	684
2460	Guangzhou	scratch	tsa⁵³	ts a ⁵³	518	681
2461	Fuzhou	scratch	ma⁵⁵	m a ⁵⁵	524	687
2462	Fuzhou	scratch	tsua⁵⁵	ts w a ⁵⁵	518	681
2463	Xiamen	scratch	liaʔ⁵	l j a ʔ ⁵	525	688
3344	Beijing	sea	xɛ²¹⁴	x ɛ ²¹⁴	641	690
3345	Ha_erbin	sea	xai²¹³	x ai ²¹³	641	690
3346	Jinan	sea	xɛ⁴⁵	x ɛ ⁴⁵	641	690
3347	Rongcheng	sea	xai²¹⁴	x ai ²¹⁴	641	690
3348	Taiyuan	sea	xai⁵³	x ai ⁵³	641	690
3349	Xi_an	sea	xɛ⁵³	x ɛ ⁵³	641	690
3350	Chengdu	sea	xai⁵³	x ai ⁵³	641	690
3351	Nanjing	sea	xɛ¹¹	x ɛ ¹¹	641	690
3352	Jixi	sea	xa²¹³	x a ²¹³	641	690
3353	Suzhou	sea	hᴇ⁵²	h e̞ ⁵²	641	690
3354	Wenzhou	sea	he²⁴	h e ²⁴	641	690
3355	Changsha	sea	xai⁴¹	x ai ⁴¹	641	690
3356	Loudi	sea	xue⁴²	x w e ⁴²	641	690
3357	Nanchang	sea	hai²¹³	h ai ²¹³	641	690
3358	Meixian	sea	hoi³¹	h oi ³¹	641	690
3359	Guilin	sea	xai²³	x ai ²³	641	690
3360	Guangzhou	sea	hɔi³⁵	h ɔi ³⁵	641	690
3361	Fuzhou	sea	hai³²	h ai ³²	641	690
3362	Xiamen	sea	hai⁵³	h ai ⁵³	641	690
3823	Beijing	see	kʰan⁵¹⁻⁵³ tɕiɛn⁵¹⁻³¹	kʰ a n ⁵¹ + tɕ j ɛ n ⁵¹	689 253	693
3824	Ha_erbin	see	kʰan⁵³ tɕian⁰	kʰ a n ⁵³ + tɕ j a n ⁰	689 253	693
3825	Ha_erbin	see	tʂʰou²¹³⁻²¹ tɕian⁰	ʈʂʰ ou ²¹³ + tɕ j a n ⁰	690 253	696
3826	Jinan	see	kʰæ̃³¹⁻⁴⁴ tɕiæ̃⁰	kʰ æ̃ ³¹ + tɕ j æ̃ ⁰	689 253	693
3827	Rongcheng	see	kʰɐn³³⁴ ciɐn³³⁴⁻³²	kʰ ɐ n ³³⁴ + c j ɐ n ³³⁴	689 253	693
3828	Taiyuan	see	kʰæ̃⁴⁵ tɕie⁴⁵	kʰ æ̃ ⁴⁵ + tɕ j e ⁴⁵	689 253	693
3829	Xi_an	see	kʰæ̃⁴⁴ tɕiæ̃⁰	kʰ æ̃ ⁴⁴ + tɕ j æ̃ ⁰	689 253	693
3830	Chengdu	see	kʰan²¹³ tau⁵³	kʰ a n ²¹³ + t au ⁵³	689 23	692
3831	Nanjing	see	kʰɑ̃⁴⁴⁻⁴² tɕien⁴⁴	kʰ ɑ̃ ⁴⁴ + tɕ j e n ⁴⁴	689 253	693
3832	Jixi	see	kʰɔ³⁵⁻⁵³ tɕie³⁵	kʰ ɔ ³⁵ + tɕ j e ³⁵	689 253	693
3833	Suzhou	see	køʰ⁵²⁻⁴⁴ tɕiɪ⁴¹²⁻²¹	kʰ ø ⁵² + tɕ j ɪ ⁴¹²	689 253	693
3834	Wenzhou	see	tsʰɿ⁴⁴⁻⁴² dʑia⁰	tsʰ ɿ ⁴⁴ + dʑ j a ⁰	691 791	697
3835	Changsha	see	kʰan⁵⁵ tɕian⁵⁵	kʰ a n ⁵⁵ + tɕ j a n ⁵⁵	689 253	693
3836	Loudi	see	kʰẽ³⁵ tɕiæ³⁵⁻⁵	kʰ ẽ ³⁵ + tɕ j æ ³⁵	689 253	693
3837	Nanchang	see	kʰon²¹³ tɕiɛn⁴⁵	kʰ o n ²¹³ + tɕ j ɛ n ⁴⁵	689 253	693
3838	Nanchang	see	kʰon²¹³ tau⁴²	kʰ o n ²¹³ + t au ⁴²	689 254	694
3839	Meixian	see	kʰon⁵³⁻⁵⁵ kian⁵³	kʰ o n ⁵³ + k j a n ⁵³	689 253	693
3840	Guilin	see	kʰuã⁴²⁻²⁴ tɕiã⁴²⁻²²	kʰ w ã ⁴² + tɕ j ã ⁴²	689 253	693
3841	Guangzhou	see	tʰɐi³⁵ kin³³	tʰ ɐi ³⁵ + k i n ³³	693 253	698
3842	Fuzhou	see	kʰaŋ²¹²⁻⁵³ ŋieŋ²¹²	kʰ a ŋ ²¹² + ŋ j e ŋ ²¹²	689 253	693
3843	Xiamen	see	kʰuã²¹⁻⁵³ tio⁰	kʰ w ã ²¹ + t j o ⁰	689 791	695
3844	Xiamen	see	ki²²	k ĩ ²²	253	691
2400	Beijing	seed	tʂuŋ²¹³⁻²¹ tsə⁰	ʈʂ u ŋ ²¹³ + ts ə ⁰	515 19	701
2401	Ha_erbin	seed	tsuŋ²¹³⁻²¹ tsɿ⁰	ts u ŋ ²¹³ + ts ɿ ⁰	515 19	701
2402	Jinan	seed	tʂuŋ⁴⁵⁻²¹⁴ tsɿ⁰	ʈʂ u ŋ ⁴⁵ + ts ɿ ⁰	515 19	701
2403	Rongcheng	seed	tʂoŋ²¹⁴ tsɿ⁰	ʈʂ o ŋ ²¹⁴ + ts ɿ ⁰	515 19	701
2404	Taiyuan	seed	tsuŋ⁵³ tsəʔ⁰	ts u ŋ ⁵³ + ts ə ʔ ⁰	515 19	701
2405	Xi_an	seed	pfəŋ⁵³ tsɿ⁰	pf ə ŋ ⁵³ + ts ɿ ⁰	515 19	701
2406	Chengdu	seed	tsoŋ⁵³⁻⁵⁵ tsɿ⁵³	ts o ŋ ⁵³ + ts ɿ ⁵³	515 19	701
2407	Nanjing	seed	tsoŋ¹¹⁻²¹ sɿ⁰	ts o ŋ ¹¹ + s ɿ ⁰	515 19	701
2408	Jixi	seed	tsɑ̃²¹³⁻³¹ tsɿ²¹³	ts ɑ̃ ²¹³ + ts ɿ ²¹³	515 19	701
2409	Suzhou	seed	tsoŋ⁵²	ts o ŋ ⁵²	515	700
2410	Wenzhou	seed	tɕyɔ²⁴	tɕ ɥ ɔ ²⁴	515	700
2411	Changsha	seed	tsən⁴¹ tsɿ⁰	ts ə n ⁴¹ + ts ɿ ⁰	515 19	701
2412	Loudi	seed	tɤn⁴² tsɿ⁰	t ɤ n ⁴² + ts ɿ ⁰	515 19	701
2413	Nanchang	seed	tsuŋ²¹³ tsɿ⁰	ts u ŋ ²¹³ + ts ɿ ⁰	515 19	701
2414	Meixian	seed	tsuŋ³¹⁻³³ ŋe⁰	ts u ŋ ³¹ + ŋ e ⁰	515 442	702
2415	Guilin	seed	tsuɤŋ²³ tse²³⁻³³	ts w ɤ ŋ ²³ + ts e ²³	515 19	701
2416	Guangzhou	seed	tsoŋ³⁵ tsi³⁵	ts o ŋ ³⁵ + ts i ³⁵	515 19	701
2417	Fuzhou	seed	tsi³² tsi³²	ts i ³² + ts i ³²	498 19	699
2418	Xiamen	seed	tsiŋ⁵³	ts i ŋ ⁵³	515	700
3085	Beijing	sew	fəŋ³⁵	f ə ŋ ³⁵	602	703
3086	Ha_erbin	sew	fəŋ²⁴	f ə ŋ ²⁴	602	703
3087	Jinan	sew	fəŋ⁵³	f ə ŋ ⁵³	602	703
3088	Rongcheng	sew	fəŋ³⁵	f ə ŋ ³⁵	602	703
3089	Taiyuan	sew	fəŋ²¹	f ə ŋ ²¹	602	703
3090	Xi_an	sew	fəŋ²⁴	f ə ŋ ²⁴	602	703
3091	Chengdu	sew	foŋ²¹	f o ŋ ²¹	602	703
3092	Nanjing	sew	fən¹³	f ə n ¹³	602	703
3093	Jixi	sew	fɑ̃⁴⁴	f ɑ̃ ⁴⁴	602	703
3094	Suzhou	sew	voŋ¹³	v o ŋ ¹³	602	703
3095	Wenzhou	sew	leŋ²²	l e ŋ ²²	603	705
3096	Changsha	sew	xən¹³	x ə n ¹³	602	703
3097	Changsha	sew	liẽ¹³	l j ẽ ¹³	604	706
3098	Loudi	sew	ɣɤn¹³	ɣ ɤ n ¹³	602	703
3099	Nanchang	sew	fuŋ⁴⁵	f u ŋ ⁴⁵	602	703
3100	Nanchang	sew	liɛn⁴⁵	l j ɛ n ⁴⁵	604	706
3101	Meixian	sew	pʰuŋ¹¹	pʰ u ŋ ¹¹	602	703
3102	Guilin	sew	fɤn²²	f ɤ ŋ ²²	602	703
3103	Guangzhou	sew	lyn²¹	l y n ²¹	604	706
3104	Fuzhou	sew	pʰuŋ⁵³⁻²¹ ɛiŋ²⁴²	pʰ u ŋ ⁵³ + ɛi ŋ ²⁴²	602 605	704
3105	Fuzhou	sew	tʰieŋ²¹²	tʰ j e ŋ ²¹²	606	707
3106	Xiamen	sew	tʰiæ²²	tʰ ĩ ²²	606	707
3702	Beijing	sharp	tɕiɛn⁵⁵	tɕ j ɛ n ⁵⁵	676	708
3703	Ha_erbin	sharp	tɕian⁴⁴	tɕ j a n ⁴⁴	676	708
3704	Jinan	sharp	tɕiæ̃²¹⁴	tɕ j æ̃ ²¹⁴	676	708
3705	Rongcheng	sharp	tsiɛr⁵²	ts j ɛ ⁵²	676	708
3706	Taiyuan	sharp	tɕie²¹	tɕ j e ²¹	676	708
3707	Xi_an	sharp	tɕiæ̃²¹	tɕ j æ̃ ²¹	676	708
3708	Chengdu	sharp	tɕiɛn⁴⁵	tɕ j ɛ n ⁴⁵	676	708
3709	Nanjing	sharp	tɕien³¹	tɕ j e n ³¹	676	708
3710	Jixi	sharp	tsẽ⁵⁵	ts ẽ ⁵⁵	676	708
3711	Suzhou	sharp	tsi⁴⁴	ts i ⁴⁴	676	708
3712	Wenzhou	sharp	tɕi⁴⁴	tɕ i ⁴⁴	676	708
3713	Changsha	sharp	tɕian³³	tɕ j a n ³³	676	708
3714	Loudi	sharp	tɕiæ⁴⁴	tɕ ĩ ⁴⁴	676	708
3715	Nanchang	sharp	tɕiɛn⁴²	tɕ j ɛ n ⁴²	676	708
3716	Meixian	sharp	tsiam³³	ts j a m ³³	676	708
3717	Guilin	sharp	tɕiã⁴²	tɕ j ã ⁴²	676	708
3718	Guangzhou	sharp	tsim⁵³	ts i m ⁵³	676	708
3719	Fuzhou	sharp	tsieŋ⁵⁵	ts j e ŋ ⁵⁵	676	708
3720	Xiamen	sharp	tsiam⁵⁵	ts j a m ⁵⁵	676	708
2932	Beijing	short	tuan²¹⁴	t w a n ²¹⁴	592	709
2933	Ha_erbin	short	tuan²¹³	t w a n ²¹³	592	709
2934	Jinan	short	tuæ̃⁴⁵	t w æ̃ ⁴⁵	592	709
2935	Rongcheng	short	tɐn²¹⁴	t ɐ n ²¹⁴	592	709
2936	Taiyuan	short	tuæ̃⁵³	t w æ̃ ⁵³	592	709
2937	Xi_an	short	tuæ̃⁵³	t w æ̃ ⁵³	592	709
2938	Chengdu	short	tuan⁵³	t w a n ⁵³	592	709
2939	Nanjing	short	tuɑ̃¹¹	t w ɑ̃ ¹¹	592	709
2940	Jixi	short	tɑ̃²¹³	t ɑ̃ ²¹³	592	709
2941	Suzhou	short	tø⁵²	t ø ⁵²	592	709
2942	Wenzhou	short	tø²⁴	t ø ²⁴	592	709
2943	Changsha	short	tõ⁴¹	t õ ⁴¹	592	709
2944	Loudi	short	tuẽ⁴²	t w ẽ ⁴²	592	709
