Word without borrowing2	Full COGID
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
711 712	593
155 609	594
48	595
29	596
155 609	594
48	595
155 609	594
48 48	597
48 48	597
155 609	594
48 48	597
155 609	594
29	596
713 48	598
125	81
155 609	594
29	596
29 25 17	599
48 48	597
713 48	598
713 48	598
155 609	594
29	596
714	600
713	601
715	602
155 609	594
512	392
512	392
512	392
512	392
512	392
512	392
509	603
512	392
717	604
512	392
512	392
512	392
718	605
512	392
617	491
719	606
183 50	607
183 50	607
183	608
183 478	609
183 50	607
183 50	607
183 3	610
167 481	611
183	608
183 650 723	612
183 177	613
183 177	613
183 481	614
724 725	615
183 50	607
167 184	616
183 50	607
183 50	607
777	617
183 778	618
726 623	619
250	620
250	620
250	620
172	121
728	621
250	620
250	620
250	620
250	620
729	622
730	623
250	620
250	620
730	623
250	620
779	624
250	620
250	620
250	620
250	620
250	620
172	121
250	620
250	620
250	620
250 54 254 479	625
250 177	626
250	620
733 389	627
734 735	628
250 50	629
250 50	629
250 50	629
250	620
54 244	630
463 36	348
232	483
232	483
463 36	348
463 36	348
463 36	348
463 36	348
463 36	348
463	351
463 36	348
463	351
463 36	348
463  44	631
463	351
463 36 40	632
463  36	633
463 36	348
463 36	348
737	634
737	634
737	634
737	634
737	634
737	634
737	634
737	634
737	634
738	635
737	634
737	634
737	634
737	634
737	634
737	634
737	634
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
739	636
743	637
743	637
744	638
743	637
744	638
744	638
744	638
744 744	639
743	637
744	638
743	637
743	637
743	637
743	637
743	637
37 36	640
29	596
37 36	640
37 36	640
37 36	640
37 36	640
37	30
37 36	640
37	30
25 36 44	641
746  36	642
37 36	640
37 36	640
1	1
1	1
13	12
13	12
14	15
14	15
18	18
19	19
19	19
23	21
23	21
25 48	643
54 55 	644
59	645
59	645
752	646
68	647
69	47
69	47
74	648
75 71	649
76	52
76	52
86	650
94 93	651
96	65
96	65
99	652
99	652
100	653
100	653
106	654
107	655
108	73
108	73
109	74
16	75
753	656
755	657
756	658
128	88
128	88
134	659
134	659
135	95
135	95
137	97
137	97
138	98
139	99
139	99
145 141	660
141	101
757	661
146	103
152	108
152	108
153	109
156	662
161	663
162 174	664
162 175	665
176	122
176	122
178	123
178	123
131	124
131	124
131 14	125
186 187	666
186 59	667
164 36	130
188	132
188	132
190	135
195	140
195	140
203	149
213 214	668
215	156
215	156
218	159
218	159
220	669
220	669
220	669
220 226	670
220 227 226	671
228	672
231	172
21	673
237	175
237	175
242 245	179
78	181
78 251	185
78 252	186
253 254	187
256	674
256	674
262	675
263	676
257	190
257	190
268 264	677
268 93	678
273	679
282 283	680
296 295	681
56 292	682
297 297	683
297	217
297	217
303	221
303	221
308 40	684
308 40 227 308	685
309 227 308	686
310	687
311	227
311	227
312	228
268  332	688
333	242
333	242
335	244
335	244
338	689
339	690
340	247
340	247
346	254
348	255
348	255
349	256
349	256
350	257
350	257
354	691
145 354	692
356	693
356	693
365 363	694
365 363	694
366	271
366	271
370	695
372	696
371	276
371	276
383 188	697
383 188	697
391 386	698
392 386	699
393	296
395 252	700
396	299
397	300
400	302
401	701
401 29	702
405	306
405	306
245	703
409	704
387 426	705
160 429	706
445 446	707
430 433	325
447	334
448	335
452	340
452	340
455 456	343
455 456 59	708
475	709
476	710
477	711
475 50	712
477 484	713
489 490	714
491 488	715
492 489	716
485 493	717
501	383
502	384
502	384
17	718
504	386
506	387
506	387
514	719
268 515	720
515	393
202 519	721
521	397
521	397
145	722
145	722
527	405
527	405
529	406
530	408
535 531	723
540	420
540	420
395	724
541	422
548	429
548 549	725
551	726
551	726
552	432
552	432
557	727
557	727
277 557	728
277 557	728
557 567	729
391	444
391	444
574	730
575	731
583	732
218 268 587	733
588	460
770	734
100 590	735
592	736
591	462
593	463
595	466
595	466
596	467
596	467
603	737
603	737
604	738
606 604	739
606	525
605	474
55 607	740
462	477
560	487
614	741
614	741
615	489
615	489
621	742
622	743
623	744
92	498
92	498
628	745
628	745
627	502
93	503
93 93	746
633	747
305 629 	748
629	749
646	750
540	420
647	751
622	743
652	752
653	753
654	532
655	533
655	533
656	534
656	534
663	543
663	543
668	754
668	754
291	548
291	548
533	411
417	549
417	549
672	552
672	552
673 675	555
673 675	555
563 563	755
268	756
268	756
681	562
681	562
681	562
687	757
688 245	758
243	759
693	573
692	572
693	573
697	760
701	761
702	584
703	762
679	763
704	764
703	762
160	586
160	586
707	765
708	590
708	590
54 55	766
709	591
711 712	593
711 712	593
48	595
125	81
29	596
722	767
186 727	768
21 579	769
731	770
732	771
732 8	772
455 456 59	708
463	351
455 456 59	708
738	635
738	635
738	635
741	773
741	773
715	602
37	30
747 29 59	774
748 51 59	775
