Word without borrowing2	Full COGID
311	227
311	227
311	227
311	227
311	227
312	228
312	228
312	228
312	228
312	228
312	228
312	228
312	228
316	229
312	228
317 318	230
312	228
320 321	231
322 85 323	232
324 85 321	233
320	234
320 321	231
320	234
320 321 93	235
324 326 321	236
266 320 	237
266 328 	238
266 329 	239
320	234
320 321	231
320  93	240
 320 93	241
320	234
320	234
333	242
333	242
333	242
333	242
333	242
333	242
333	242
333	242
333	242
334	243
333	242
333	242
333	242
333	242
333	242
333	242
333	242
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
335	244
47	245
47	245
47	245
47	245
47	245
47	245
47	245
47	245
47	245
47	245
47	245
337	246
47	245
47	245
337	246
337	246
47	245
340	247
340	247
341	248
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
340	247
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342	249
342 343	250
342 343	250
342 343	250
342 343	250
342 343	250
342 343	250
342	249
342 343	250
342 343	250
342 343	250
342 343	250
342 343	250
344 342	251
342 343	250
342 343	250
342 343	250
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
345	252
346 346	253
346 346	253
346 346	253
346 346	253
346 346	253
346 346	253
346	254
346 346	253
346	254
346	254
346	254
346	254
346 346	253
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
348	255
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
349	256
350	257
350	257
350	257
350	257
351	258
350	257
352	259
351	258
350	257
352	259
350	257
350	257
350	257
350	257
763	260
350	257
351	258
350	257
350	257
350	257
353 354	261
353	262
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
353 354	261
355	263
355	263
355	263
355	263
355	263
355	263
355 355	264
355	263
355	263
355	263
355	263
355	263
355	263
355	263
355	263
355	263
355	263
355	263
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
357	265
359 360	266
359 360	266
359	267
359 360	266
359 360	266
359	267
359	267
359 360	266
359 360	266
359 362 363	268
359 364 363	269
359 363	270
359 360	266
359 363	270
359 360	266
359 360	266
366	271
366	271
366	271
366	271
366	271
366	271
366	271
366	271
366	271
366	271
366	271
367	272
366	271
368	273
366	271
366	271
369	274
369	274
369	274
369	274
369	274
  369 369	275
369	274
369	274
369	274
369	274
369	274
369	274
369	274
369	274
369	274
369	274
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
371	276
373 374	277
373 374	277
375 376	278
373 374	277
373 374	277
373 374	277
373 374	277
373 374	277
373 374	277
373 374	277
373 374	277
377 188	279
377 378	280
377 378	280
333 379	281
377 378	280
377 188	279
19 188	282
377	283
377 378	280
333 379	281
377 378	280
764 188	284
380 381 382	285
377 188	279
274 188	286
377 188	279
377 378	280
377 188	279
333 73 	287
377 188	279
377 188	279
385 386	288
385 386	288
385 386 	289
385 386	288
385 386	288
385 386 386	290
385 388	291
385 178	292
385 178 386	293
385 386	288
385 386	288
385 389	294
385 386	288
385 386	288
385 386	288
385 390	295
385 386	288
385 386	288
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
393	296
394 252	297
394 252	297
394 252	297
252	298
394 252	297
394 252	297
252	298
394 252	297
394 252	297
394 252	297
252	298
394 252	297
252	298
394 252	297
252	298
394 252	297
394 252	297
394 252	297
394 252	297
252	298
394 252	297
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
396	299
397	300
397	300
397	300
398	301
397	300
397	300
397	300
397	300
397	300
397	300
397	300
397	300
397	300
397	300
397	300
397	300
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
400	302
401 402	303
401 402	303
401 402	303
401 402	303
401 402	303
401 403	304
401 402	303
401 402	303
401 402	303
401 404	305
401 404	305
401 402	303
401 404	305
401 404	305
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
405	306
407	307
407	307
407	307
407	307
407	307
407	307
407	307
407	307
407	307
408	308
347	309
407	307
407	307
407	307
407	307
407	307
407	307
410	310
410	310
411 412	311
410	310
410	310
410	310
410	310
410	310
413 414	312
415 416	313
410	310
417 765	314
418 419	315
420 421	316
410	310
413 414	312
766 422	317
410	310
423 424	318
767	319
425 421	320
430 431	321
430 431	321
432	322
432 38	323
430 431	321
430 431	321
430 186	324
430 433	325
434 54	326
432 435	327
430 433	325
436 437	328
438 439	329
440 250	330
430 431	321
441 435	331
430 433	325
442 443	332
444 433	333
447	334
447	334
447	334
447	334
447	334
447	334
447	334
447	334
448	335
448	335
448	335
447	334
448	335
448	335
448	335
447	334
447	334
449	336
449	336
449	336
449	336
449	336
449	336
449	336
451	337
450	338
453	339
449	336
449	336
452	340
449	336
449	336
454 36	341
79	342
455 456	343
457 458 	344
459	345
455 456	343
461	346
455 456	343
461	346
461	346
31 32 462	347
463 36	348
37 464	349
465 142 36	350
463	351
455 456	343
37 466	352
463 36	348
463 36	348
79	342
455 456	343
467	353
463 36	348
79	342
463 44	354
79	342
79	342
79	342
468 469	355
470	356
470	356
470	356
470	356
471	357
470	356
470	356
470	356
472	358
473	359
473	359
474	360
470	356
307	361
470	356
768	362
168	363
470 50	364
470 50	364
470 478	365
470	356
470 50	364
470 50	364
470 50	364
470	356
470	356
470 435 254 479	366
470 480	367
472 481	368
473 481	369
473 50	370
474 482	371
470 483 50 56	372
307 482	373
470	356
470 435 254 479	366
168 244	374
485 486	375
485 486	375
485 486	375
485 486	375
485 486	375
485 486	375
487	376
488 246	377
485 486	375
488 246	377
488 246	377
488 246	377
485 486	375
488 246	377
488 246	377
488 246	377
485 486	375
494 495	378
494 495	378
494 495	378
496	379
494 495	378
496	379
496	379
496	379
496	379
497 16	380
496	379
496	379
499 496	381
500	382
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
501	383
502	384
502	384
502	384
502	384
502	384
502	384
502	384
502	384
502	384
503	385
502	384
502	384
502	384
502	384
502	384
502	384
502	384
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
504	386
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
506	387
508	388
298	389
510	390
511	391
512	392
510	390
510	390
510	390
515	393
516 515	394
516 515	394
515	393
515	393
515	393
515	393
515	393
515	393
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
518	395
520	396
520	396
520	396
520	396
520	396
520	396
520	396
520	396
521	397
522	398
520	396
520	396
520	396
521	397
521	397
520	396
523	399
523	399
523	399
523	399
523	399
523	399
523	399
353	262
523	399
523	399
523	399
523	399
523	399
523	399
523	399
523	399
523	399
523	399
524 386	400
524 386	400
524 386 	401
524 386	400
524 386	400
524 386	400
524 178	402
524 178 386	403
524 386	400
525 389	404
524 386 	401
524 386	400
524 386	400
527	405
527	405
527	405
527	405
527	405
527	405
527	405
527	405
527	405
527	405
529	406
529	406
529	406
529	406
529	406
529	406
529	406
529	406
529	406
267 529	407
267 529	407
529	406
529	406
529	406
529	406
529	406
529	406
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
530	408
531 253	409
531 253	409
253	410
533	411
531	412
531 253	409
533 531	413
426 426	414
426	415
533	411
533 531	413
533 531	413
531 253	409
533 531	413
534 531	416
533 531	413
533	411
531 253	409
533 531	413
531	412
533 531	413
533 531	413
537	417
537	417
537	417
538	418
537	417
537	417
537	417
537	417
537	417
539	419
539	419
539	419
539	419
540	420
537	417
540	420
541 265	421
541 265	421
541	422
541 265	421
541 265	421
541	422
541 265	421
541 265	421
541 265	421
541 265	421
543 544	423
395 545	424
541 265	421
541 546	425
395 546	426
395 75	427
543 547 	428
541	422
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
548	429
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
550	430
769	431
550	430
550	430
552	432
552	432
552	432
553	433
552	432
552	432
554	434
555	435
555	435
555	435
556	436
552	432
552	432
552	432
552	432
552	432
552	432
112	437
112	437
112	437
560 559	438
563 564	439
112 277 112	440
112	437
565 112	441
112 567	442
568 137	443
391	444
391	444
391	444
391	444
391	444
391	444
391	444
569	445
570	446
569	445
571	447
569	445
570	446
569	445
570	446
216	157
569	445
570	446
570	446
572	448
572	448
570	446
572	448
570	446
572	448
569	445
573	449
570	446
569	445
570	446
577	450
577	450
577	450
577	450
577	450
578	451
579	452
577	450
579	452
577	450
579	452
577	450
579	452
578	451
580	453
581	454
577	450
582	455
578	451
579	452
579	452
584 175	456
584 175	456
584 175	456
584 175	456
584 175	456
584 175	456
584 175	456
584 175	456
584 175	456
585 586	457
584 175	456
584 175	456
267	458
267	458
267	458
267	458
267	458
267	458
267	458
267 14	459
267	458
267	458
267 14	459
267	458
267	458
267	458
267	458
267	458
267	458
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
588	460
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
589	461
591	462
591	462
591	462
591	462
591	462
591	462
591	462
591	462
591	462
593	463
593 594	464
593 594	464
593 594	464
593	463
593 594	464
593	463
593 594	464
593 594	464
593	463
593	463
150	465
595	466
150	465
150	465
595	466
150	465
150	465
595	466
150	465
595	466
595	466
150	465
595	466
595	466
150	465
595	466
150	465
595	466
595	466
595	466
150	465
150	465
596	467
596	467
596	467
596	467
596	467
596	467
596	467
596	467
596	467
596	467
597	468
597	468
597	468
597	468
597	468
597	468
597	468
597	468
597	468
597	468
598	469
598	469
598	469
598	469
598	469
598	469
598	469
598	469
598	469
599	470
600	471
600	471
598	469
598	469
601	472
604 605	473
604 605	473
604 605	473
605	474
604 605	473
605	474
605	474
605	474
604 605	473
605	474
605	474
605	474
604 605	473
605	474
462 462	475
607	476
462	477
608	478
607 609	479
608	478
607	476
607 609	479
462 462	475
25	480
607	476
607 609	479
462	477
610	481
462 462	475
608	478
607 609	479
462 462	475
607 609	479
608 608	482
232	483
462	477
232 232	484
232 25 467	485
232	483
232 25 467	485
459	345
771	486
607	476
560	487
560	487
560	487
560	487
560	487
560	487
560	487
560	487
560	487
613	488
560	487
560	487
560	487
560	487
560	487
560	487
615	489
615	489
615	489
615	489
615	489
616	490
616	490
615	489
615	489
615	489
615	489
615	489
615	489
615	489
615	489
615	489
615	489
617	491
617	491
617	491
617	491
617	491
617	491
617	491
772	492
618	493
619	494
179	495
512 620	496
179	495
773	497
92	498
92	498
92	498
92	498
92	498
92	498
92	498
92	498
92	498
92	498
92	498
624	499
92	498
625	500
92	498
92	498
626	501
92	498
92	498
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
627	502
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
93	503
632	504
632	504
634	505
47 634	506
47 635	507
634	505
634	505
634	505
634	505
634	505
47 31 31	508
31 31	509
31	510
31 31	509
31	510
634	505
47 36	511
637 637	512
337	246
634	505
638 337 	513
337  636	514
634	505
337 638 	515
337 36 	516
337 54 	517
634	505
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
639	518
640	519
640	519
8 641	520
97 642	521
640	519
97 643	522
640	519
640	519
640	519
640	519
640	519
640	519
640	519
640	519
640	519
640	519
640	519
640	519
644	523
644	523
644	523
644	523
644	523
644	523
644	523
644	523
539	419
645	524
645	524
539	419
644	523
539	419
644	523
540	420
644	523
606	525
648	526
648	526
648	526
648	526
648	526
648	526
648	526
648	526
481	527
649	528
650	529
651	530
650	529
648	526
384	531
384	531
384	531
384	531
384	531
384	531
384	531
384	531
384	531
384	531
654	532
654	532
654	532
654	532
654	532
654	532
654	532
654	532
654	532
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
285	213
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
655	533
656	534
656	534
656	534
656	534
656	534
656	534
656	534
656	534
656	534
656	534
656	534
656	534
656	534
658	535
656	534
196 191	536
196 191	536
196 191	536
659 319	537
660 319	538
196 191	536
196 191	536
659 319	537
196 191	536
661 319	539
196 191	536
660 319	538
660 319	538
196 191	536
191 319	540
159 319	541
659 319	537
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
662	542
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
663	543
664	544
664	544
664	544
664	544
664	544
664	544
664	544
664	544
664	544
665	545
664	544
252	298
664	544
666	546
664	544
664	544
664	544
667	547
664	544
664	544
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
291	548
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
533	411
417	549
417	549
417	549
417	549
417	549
417	549
417	549
417	549
417	549
670	550
417	549
417	549
417	549
469	551
417	549
469	551
672	552
672	552
672	552
672	552
672	552
672	552
672	552
672	552
672	552
672	552
673 674	553
673 674	553
673 674	553
673 674	553
673 674	553
673 674	553
673 674	553
673 17	554
673 674	553
673 675	555
673 674	553
673 674	553
673 674	553
673 675	555
673 674	553
673 674	553
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
676	556
563	557
563	557
563	557
563	557
563	557
563	557
563	557
563	557
563	557
563	557
563	557
563	557
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
266	198
320	234
266	198
678 82	558
679 82	559
678 82	558
678 82	558
678 82	558
678 82	558
678 82	558
678 82	558
678 82	558
678 82	558
678 82	558
680 83	560
209 680	561
678 82	558
678 82	558
678 82	558
678 82	558
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
681	562
683	563
683	563
683	563
683	563
683	563
683	563
683	563
133	94
683	563
684	564
685	565
683	563
684	564
683	563
132	93
683	563
683	563
688 243	566
688 243	566
689 243	567
688 243	566
688 243	566
688 243	566
688 21	568
688 243	566
688 243	566
688 243	566
690 245	569
688 243	566
688 243	566
688 243	566
688 244	570
688 243	566
688 243	566
691 243	571
692	572
692	572
692	572
692	572
692	572
692	572
692	572
692	572
692	572
693	573
693	573
692	572
692	572
692	572
693	573
692	572
692	572
694	574
694	574
694	574
695	575
694	574
696	576
694	574
696	576
694	574
696	576
694	574
695	575
694	574
696	576
694	574
694	574
696	576
774	577
694	574
696	576
775	578
694	574
694	574
387	579
698	580
699	581
700	582
776	583
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
702	584
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
25	480
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
381	585
160	586
160	586
160	586
160	586
160	586
160	586
160	586
705	587
160	586
160	586
705	587
160	586
160	586
160	586
160	586
160	586
160	586
160	586
706	588
706	588
486	589
706	588
486	589
706	588
706	588
706	588
706	588
706	588
706	588
706	588
706	588
706	588
706	588
706	588
706	588
706	588
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
708	590
709	591
709	591
709	591
709	591
709	591
709	591
709	591
710	592
709	591
709	591
709	591
709	591
709	591
709	591
709	591
709	591
709	591
