Word with borrowing2	Full COGID
14 15	597
14 15	597
14 15	597
14	599
14 15	597
14	599
14 15	597
14 15	597
14 15	597
14	599
14	599
237 238	601
237	108
237	108
237 238	601
237 238	601
237	108
237 238	601
237	108
237 238	601
237 238	601
237	108
237	108
237	108
237 238	601
237	108
237 238	601
237	108
237 238	601
237 238	601
237	108
237	108
189	424
189	424
189	424
189	424
189	424
189	424
189	424
189	424
190	425
190	425
190	425
189	424
190	425
190	425
190	425
189	424
189	424
189	424
190	425
190	425
47	602
47	602
47	602
47	602
47	602
47	602
47	602
47	602
47	602
47	602
336	603
47	602
337	78
47	602
47	602
337	78
337	78
47	602
338	604
337	78
339	605
300	606
300	606
300	606
300	606
300	606
300	606
300	606
300	606
301	607
300	606
302	608
300	606
302	608
300	606
302	608
76	486
300	606
300	606
76	486
76	486
355	609
355	609
355	609
355	609
355	609
355	609
355 355	610
355	609
355	609
355	609
355	609
355	609
355	609
355	609
355	609
355	609
355	609
355	609
356	611
356	611
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
23	612
146	613
146	613
147 148	614
146	613
147 148	614
146	613
147 148	614
146	613
149	615
146	613
146	613
146	613
146	613
146	613
146	613
146	613
146	613
146	613
146	613
757	616
146	613
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
348	617
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
1	618
256	619
256	619
205	620
205	620
205	620
205	620
205	620
205	620
205	620
205	620
205	620
205	620
205	620
209	509
209 208	621
210	622
211	623
205	620
209	509
209	509
205	620
205	620
759	624
209	509
209	509
205	620
209	509
213 214	625
350	626
350	626
350	626
350	626
350	626
351	627
350	626
352	628
350	626
351	627
352	628
350	626
352	628
350	626
350	626
350	626
350	626
763	629
350	626
351	627
350	626
350	626
350	626
350	626
350	626
552	630
552	630
552	630
553	631
552	630
552	630
554	632
555	633
555	633
552	630
555	633
556	634
552	630
552	630
552	630
552	630
552	630
552	630
552	630
552	630
449	635
449	635
449	635
450	636
449	635
449	635
449	635
449	635
451	637
450	636
452	638
449	635
453	639
449	635
449	635
452	638
449	635
449	635
452	638
452	638
346 346	640
346 346	640
346 346	640
346 346	640
346 346	640
346 346	640
346 346	640
346	641
346 346	640
346 346	640
346	641
346	641
346 346	640
346	641
346	641
346	641
346	641
346 346	640
346	641
346	641
631	642
631	642
631	642
631	642
631	642
631	642
631	642
631 631	643
631	642
631	642
632	644
631	642
632	644
631	642
631	642
631	642
631	642
631	642
631	642
631 631	643
633	645
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
176	646
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
501	647
191	648
192	649
193	650
758	651
191	648
191	648
194	652
195	653
195	653
196	654
195	653
194	652
191	648
197	655
197	655
198	656
191	648
195	653
193	650
191	648
195	653
195	653
229 230	657
231	109
229 230	657
229 230	657
231	109
229 230	657
229 230	657
231	109
231	109
229 230	657
229 230	657
229 230	657
229 230	657
229 230	657
229 230	657
229 230	657
231	109
229 230	657
231	109
231	109
229 230	657
231	109
231	109
502	658
502	658
502	658
502	658
502	658
502	658
502	658
502	658
502	658
503	659
502	658
19	228
502	658
502	658
502	658
502	658
502	658
502	658
502	658
502	658
377 188	660
377 378	661
377 378	661
333 379	662
377 378	661
377 188	660
19 188	663
377	664
377 378	661
333 379	662
377 378	661
764 188	665
380 381 382	666
383 384 	667
377 188	660
274 188	668
377 188	660
377 378	661
377 188	660
377 378	661
333 73 	669
377 188	660
377 188	660
383 188	670
383 188	670
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297	671
297 297	672
297	671
297	671
250	673
250	673
250	673
172	674
728	675
250	673
250	673
250	673
250	673
729	676
730	677
250	673
250	673
730	677
250	673
779	678
250	673
250	673
730	677
731	679
732	680
250	673
250	673
250	673
172	674
250	673
250	673
250	673
250 54 254 479	681
250 177	682
250	673
733 389	683
734 735	684
250 50	685
250 50	685
250 50	685
250	673
250 54 254 479	681
54 244	686
456 177	687
732 8	688
32 30	689
32 30	689
32 30	689
32 30	689
32 30	689
32 38	690
32 30	689
32 30	689
219 36	691
219 221	692
219 222	693
32 30	689
32 223	694
219 30	695
219 224 36	696
32 38 54	697
219 225	698
220 226	699
220 227 226	700
228	701
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
656	702
658	703
656	702
656	702
656	702
656	702
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
96	704
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
335	705
470	299
470	299
470	299
470	299
471	706
470	299
470	299
470	299
472	707
473	708
473	708
474	709
470	299
307	710
470	299
768	711
168	712
475	713
476	714
477	715
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
128	716
60	717
60	717
60	717
61	718
60	717
61	718
60	717
62	719
63	720
64	721
65	722
66	723
60	717
62	719
61	718
751	724
60	717
67	725
67	725
67	725
67	725
67	725
752	726
68	727
60	717
694	728
694	728
694	728
695	729
694	728
696	730
694	728
696	730
694	728
696	730
694	728
695	729
694	728
696	730
697	731
694	728
694	728
696	730
774	732
694	728
696	730
775	733
694	728
694	728
694	728
694	728
696	730
694	728
697	731
141	734
141	734
141	734
141	734
141	734
141	734
141	734
141	734
141	734
143 141	735
141	734
143 141	735
141	734
141	734
141	734
141	734
141	734
141	734
141	734
145 141	736
141	734
353 354	737
353	459
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
353 354	737
354	738
145 354	739
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
131	740
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
518	741
202 519	742
518	741
518	741
150	743
595	744
150	743
150	743
595	744
150	743
150	743
595	744
150	743
595	744
150	743
595	744
150	743
595	744
150	743
595	744
595	744
150	743
150	743
595	744
150	743
150	743
595	744
150	743
595	744
150	743
595	744
150	743
595	744
150	743
150	743
595	744
150	743
595	744
595	744
1	618
1	618
1	618
2 1	745
2	746
2 1	745
1	618
1	618
2	746
1	618
2 1	745
6 7	747
2	746
1	618
1	618
749	748
750	749
2	746
1	618
6	426
1	618
2 1	745
1	618
1	618
520	750
520	750
520	750
520	750
520	750
520	750
520	750
520	750
521	751
522	752
520	750
520	750
520	750
520	750
521	751
521	751
520	750
521	751
521	751
333	753
333	753
333	753
333	753
333	753
333	753
333	753
333	753
333	753
334	754
333	753
333	753
333	753
333	753
333	753
333	753
333	753
333	753
333	753
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
188	755
303 30	756
303 30	756
303 30	756
303 30	756
303 30	756
304	757
303 30	756
303 30	756
303 36	758
303 305	759
303 306	760
303 30	756
303 304	761
303 30	756
303 307 170	762
303 224 36	763
303 760 761 762	764
303 225	765
308 40	766
308 40 227 308	767
309 227 308	768
310	769
157	770
157	770
157	770
157	770
157	770
158	771
157	770
158	771
159 160	772
157	770
157	770
157	770
157	770
157	770
157	770
157	770
157	770
161	773
157	770
162 163	774
162 163	774
164	775
162 163	774
162 163	774
165 166	776
164	775
164	775
162 163	774
162 163	774
164	775
167 168	777
162 163	774
163	778
169	779
162 170	780
171	781
162 163	774
172	674
162 174	782
162 175	783
183 50	784
183 50	784
183	785
183 478	786
183 50	784
183 50	784
183 3	787
167 481	788
183	785
183 650 723	789
183 177	790
183 177	790
183 481	791
724 725	792
183 50	784
167 184	793
183 50	784
183 50	784
777	794
183 778	795
726 623	796
186 727	797
21 579	798
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
69	799
182	800
182	800
182	800
182	800
182	800
182	800
183 54	801
183 54	801
183 54	801
164 36	802
167 168 59	803
182	800
167 184 54	804
182	800
183 54	801
185 36	805
183 54	801
182	800
186 187	806
186 59	807
164 36	802
692	808
692	808
692	808
692	808
692	808
692	808
692	808
692	808
692	808
693	809
693	809
692	808
692	808
692	808
693	809
692	808
692	808
693	809
692	808
693	809
24	810
25 26	811
27 28	812
25 29 	813
24	810
25 26	811
25 26	811
27 28	812
26 29	814
31 32 33	815
34 35 36	816
25 26	811
25 29	817
37	818
25 26	811
25 39	819
37 36	820
40 41 26	821
25 42	822
24	810
43 44	823
45 46 40	824
26 26 	825
43 44	823
24	810
25 26	811
25 26	811
25 26	811
24	810
25 47	826
25 48	827
25 26	811
49 50	828
51	829
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
597	830
541 265	831
541 265	831
541	832
541 265	831
541 265	831
541	832
541 265	831
541 265	831
541 265	831
395 542	833
541 265	831
543 544	834
395 545	835
541 265	831
395 75 	836
395 75	837
541 265	831
541 546	838
395 546	839
395 75	837
543 547 	840
541	832
395	841
541	832
37 36	820
29	444
37 36	820
37 36	820
37 36	820
37 36	820
37 36	820
37	818
37 36	820
37	818
37 36	820
25 36 44	842
37 36	820
37	818
37 36 40	843
37 44	844
746  36	845
37 36	820
37 36	820
715	450
37	818
747 29 59	846
748 51 59	847
129 130	848
129 130	848
131 130 	849
130	850
129 130	848
129 130	848
129 130	848
131 130	851
129 130	848
129 130	848
131 130	851
131 130	851
129 130	848
131 130	851
129 130	848
129 130	848
129 130	848
131 130	851
129 130	848
131 130	851
129 130	848
131 130	851
131 130	851
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548	852
548 549	853
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
739	854
741	855
739	854
739	854
742	856
741	855
741	855
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
291	857
737	858
737	858
737	858
737	858
737	858
737	858
737	858
737	858
737	858
738	859
737	858
737	858
737	858
737	858
737	858
737	858
737	858
738	859
738	859
738	859
