1	1
1	1
1	1
1	2
1	1
1	2
1	1
1	1
1	3
1	1
1	2
1	4
1	3
1	1
1	1
1	5
1	5
1	3
1	1
1	6
1	1
1	2
1	1
1	1
2	7
2	7
2	7
2	7
2	7
2	7
2	7
2	8
2	7
2	7
2	7
2	9
2	7
2	7
2	7
2	7
2	10
2	11
2	7
2	7
2	11
2	11
3	12
3	13
3	12
3	12
3	12
3	14
3	15
3	14
3	12
3	14
3	12
3	12
3	12
3	14
3	12
3	14
3	12
3	12
3	12
3	14
3	14
4	16
4	16
4	16
4	16
4	17
4	17
4	18
4	17
4	16
4	18
4	17
4	18
4	16
4	19
4	18
4	19
4	16
4	18
4	17
4	18
4	16
4	18
4	18
4	16
4	17
4	18
4	18
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
5	20
6	21
6	22
6	23
6	24
6	21
6	22
6	22
6	23
6	25
6	26
6	27
6	22
6	24
6	28
6	22
6	29
6	30
6	31
6	32
6	21
6	33
6	34
6	35
6	33
6	21
6	22
6	22
6	22
6	21
6	36
6	37
6	22
6	38
6	39
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	40
7	41
7	40
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	42
8	43
8	42
8	42
8	42
8	42
9	44
9	44
9	44
9	44
9	44
9	44
9	44
9	44
9	44
9	44
9	45
9	44
9	44
9	44
9	44
9	44
9	44
9	45
9	45
10	46
10	46
10	46
10	47
10	46
10	47
10	46
10	48
10	49
10	50
10	51
10	52
10	46
10	48
10	47
10	53
10	46
10	54
10	54
10	54
10	54
10	54
10	55
10	56
10	46
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
11	57
12	58
12	58
12	58
12	58
12	58
12	59
12	58
12	58
12	58
12	58
12	58
12	60
12	58
12	58
12	61
12	58
12	58
12	58
12	62
12	63
13	64
13	64
13	64
13	64
13	64
13	64
13	64
13	64
13	64
13	65
13	64
13	64
13	64
13	64
13	64
13	64
13	64
13	65
13	64
13	64
13	64
13	64
14	66
14	66
14	66
14	66
14	66
14	66
14	66
14	66
14	66
14	66
14	66
14	66
14	67
14	68
14	66
14	66
14	66
14	66
14	66
14	66
14	69
15	70
15	70
15	70
15	71
15	70
15	70
15	72
15	73
15	70
15	74
15	75
15	75
15	70
15	76
15	77
15	70
15	73
15	76
15	73
15	73
15	78
15	79
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
16	80
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	81
17	82
17	81
17	81
17	83
17	83
17	84
17	84
18	85
18	85
18	85
18	85
18	85
18	86
18	85
18	85
18	87
18	85
18	87
18	85
18	87
18	85
18	85
18	87
18	85
18	88
18	89
18	87
18	89
18	89
18	85
18	90
