ID	DOCULECT	SUBGROUP	CONCEPT_ID	CONCEPT	CONCEPT_CHINESE	TOKENS	CHRACTERS	COGID	WENYAN
1	Beijing	Mandarin	1	vomit	嘔吐	tʰ u ⁵¹	吐	1	2
2	Ha_erbin	Mandarin	1	vomit	嘔吐	tʰ u ⁵³	吐	1	2
3	Jinan	Mandarin	1	vomit	嘔吐	tʰ u ³¹	吐	1	2
4	Rongcheng	Mandarin	1	vomit	嘔吐	ou ²¹³ + tʰ u ²¹⁴	嘔 吐	2	2 2
5	Taiyuan	Jin	1	vomit	嘔吐	tʰ u ⁵³ + l ə ⁰	吐	1	2
6	Xi_an	Mandarin	1	vomit	嘔吐	ŋ ou ²¹ + tʰ u ⁵³	嘔 吐	2	2 2
7	Chengdu	Mandarin	1	vomit	嘔吐	f a ²¹ + tʰ u ⁵³ + l o ²¹	吐	1	2
8	Chengdu	Mandarin	1	vomit	嘔吐	tʰ u ⁵³ + l o ²¹	吐	1	2
9	Chengdu	Mandarin	1	vomit	嘔吐	ŋ əu ⁵³ + l o ²¹	嘔	3	2
10	Nanjing	Mandarin	1	vomit	嘔吐	tʰ u ⁴⁴	吐	1	2
11	Nanjing	Mandarin	1	vomit	嘔吐	əɯ ¹¹ + tʰ u ⁴⁴	嘔 吐	2	2 2
12	Jixi	Hui	1	vomit	嘔吐	f ɔ ⁵⁵ + ŋ o ʔ ³²	翻 惡	4	2 2
13	Suzhou	Wu	1	vomit	嘔吐	ʏ ⁵²	嘔	3	3
14	Wenzhou	Wu	1	vomit	嘔吐	tʰ øy ⁵¹	吐	1	2
15	Changsha	Xiang	1	vomit	嘔吐	tʰ u ⁵⁵	吐	1	2
16	Loudi	Xiang	1	vomit	嘔吐	x w e ⁴²	C	5	2
17	Loudi	Xiang	1	vomit	嘔吐	t a ³⁵ + x w e ⁴²	C	5	2
18	Nanchang	Gan	1	vomit	嘔吐	ŋ j ɛu ²¹³	嘔	3	2
19	Nanchang	Gan	1	vomit	嘔吐	tʰ u ²¹³	吐	1	2
20	Meixian	Hakka	1	vomit	嘔吐	pʰ o n ³³	翻	6	2
21	Guilin	Pinghua	1	vomit	嘔吐	tʰ u ²⁵	吐	1	2
22	Guangzhou	Yue	1	vomit	嘔吐	ŋ ɐu ³⁵ + tʰ ou ³³	嘔 吐	2	2 2
23	Fuzhou	Min	1	vomit	嘔吐	tʰ ou ²¹²	吐	1	1
24	Xiamen	Min	1	vomit	嘔吐	tʰ o ²¹	吐	1	1
25	Beijing	Mandarin	2	fear	怕	pʰ a̠ ⁵¹	怕	7	2
26	Ha_erbin	Mandarin	2	fear	怕	pʰ a ⁵³	怕	7	2
27	Jinan	Mandarin	2	fear	怕	pʰ a ³¹	怕	7	2
28	Rongcheng	Mandarin	2	fear	怕	pʰ a ³³⁴	怕	7	2
29	Taiyuan	Jin	2	fear	怕	pʰ a ⁴⁵	怕	7	2
30	Xi_an	Mandarin	2	fear	怕	pʰ ɑ ⁴⁴	怕	7	2
31	Chengdu	Mandarin	2	fear	怕	pʰ a ²¹³	怕	7	2
32	Chengdu	Mandarin	2	fear	怕	tsʰ a ²¹³	诧	8	2
33	Nanjing	Mandarin	2	fear	怕	pʰ ɑ ⁴⁴	怕	7	2
34	Jixi	Hui	2	fear	怕	pʰ o ³⁵	怕	7	2
35	Suzhou	Wu	2	fear	怕	pʰ o ⁴¹²	怕	7	2
36	Wenzhou	Wu	2	fear	怕	h o ⁴¹	唬	9	2
37	Changsha	Xiang	2	fear	怕	pʰ a ⁵⁵	怕	7	2
38	Loudi	Xiang	2	fear	怕	pʰ ɔ ³⁵	怕	7	2
39	Nanchang	Gan	2	fear	怕	pʰ a ²¹³	怕	7	2
40	Meixian	Hakka	2	fear	怕	pʰ a ⁵³	怕	7	2
41	Meixian	Hakka	2	fear	怕	v i ⁵³	畏	10	2
42	Meixian	Hakka	2	fear	怕	k j a ŋ ⁴⁴	驚	11	2
43	Guilin	Pinghua	2	fear	怕	pʰ a̠ ²⁵	怕	7	2
44	Guangzhou	Yue	2	fear	怕	pʰ a ³³	怕	7	2
45	Fuzhou	Min	2	fear	怕	k j a ŋ ⁵⁵	驚	11	1
46	Xiamen	Min	2	fear	怕	k j ã ⁵⁵	驚	11	1
47	Beijing	Mandarin	3	skin	皮膚	pʰ i ³⁵ + f u ⁰	皮 膚	12	2 2
48	Ha_erbin	Mandarin	3	skin	皮膚	ʐ ou ⁵³ + pʰ j ə r ²⁴	肉 皮	13	2 2
49	Jinan	Mandarin	3	skin	皮膚	pʰ i ⁵³ + f u ²¹⁴	皮 膚	12	2 2
50	Rongcheng	Mandarin	3	skin	皮膚	pʰ i ³⁵ + f u ⁵²	皮 膚	12	3 2
51	Taiyuan	Jin	3	skin	皮膚	pʰ i ²¹ + f u ²¹	皮 膚	12	2 2
52	Xi_an	Mandarin	3	skin	皮膚	pʰ i ²⁴	皮	14	2
53	Chengdu	Mandarin	3	skin	皮膚	pʰ i ²¹ + pʰ i ²¹	皮 皮	15	2 2
54	Chengdu	Mandarin	3	skin	皮膚	pʰ i ²¹ + ts ɿ ⁵³	皮	14	2
55	Nanjing	Mandarin	3	skin	皮膚	pʰ i ¹³ + f u ³¹	皮 膚	12	2 2
56	Jixi	Hui	3	skin	皮膚	pʰ ɿ ⁴⁴	皮	14	2
57	Suzhou	Wu	3	skin	皮膚	b i ¹³ + f u ⁴⁴	皮 膚	12	2 3
58	Wenzhou	Wu	3	skin	皮膚	b ei ³⁴¹ + f u ⁴⁴	皮 膚	12	2 3
59	Changsha	Xiang	3	skin	皮膚	p i ¹³ + f u ³³	皮 膚	12	2 3
60	Loudi	Xiang	3	skin	皮膚	pʰ i ¹³	皮	14	2
61	Nanchang	Gan	3	skin	皮膚	pʰ i ²⁴ + f u ⁰	皮 膚	12	2 3
62	Meixian	Hakka	3	skin	皮膚	pʰ i ¹¹	皮	14	2
63	Guilin	Pinghua	3	skin	皮膚	p i ²² + f u ⁴²	皮 膚	12	2 3
64	Guangzhou	Yue	3	skin	皮膚	pʰ ei ²¹ + f u ⁵³	皮 膚	12	2 3
65	Fuzhou	Min	3	skin	皮膚	pʰ w oi ⁵³ + u ⁵⁵	皮 膚	12	1 2
66	Fuzhou	Min	3	skin	皮膚	pʰ w oi ⁵³	皮	14	1
67	Xiamen	Min	3	skin	皮膚	pʰ e ²¹	皮	14	1
68	Beijing	Mandarin	4	float	漂浮	pʰ j ɑu ⁵⁵ + f u ³⁵	漂 浮	16	2 2
69	Ha_erbin	Mandarin	4	float	漂浮	pʰ j au ⁴⁴ + f u ²⁴	漂 浮	16	2 2
70	Jinan	Mandarin	4	float	漂浮	pʰ j ɔ ²¹⁴ + f u ⁵³	漂 浮	16	2 2
71	Rongcheng	Mandarin	4	float	漂浮	pʰ j au ⁵² + f u ³⁵	漂 浮	16	2 2
72	Taiyuan	Jin	4	float	漂浮	pʰ j ɑu ²¹	漂	17	2
73	Xi_an	Mandarin	4	float	漂浮	pʰ j au ²¹	漂	17	2
74	Xi_an	Mandarin	4	float	漂浮	f u ²⁴	浮	18	2
75	Chengdu	Mandarin	4	float	漂浮	pʰ j au ⁴⁵	漂	17	2
76	Nanjing	Mandarin	4	float	漂浮	pʰ j ɔ ³¹ + f u ¹³	漂 浮	16	2 2
77	Nanjing	Mandarin	4	float	漂浮	f u ¹³	浮	18	2
78	Nanjing	Mandarin	4	float	漂浮	p j ɔ ³¹	漂	17	2
79	Jixi	Hui	4	float	漂浮	f u ⁴⁴	浮	18	3
80	Jixi	Hui	4	float	漂浮	pʰ j e ⁵⁵ + f u ⁴⁴	漂 浮	16	2 3
81	Suzhou	Wu	4	float	漂浮	tʰ ə n ⁵²	氽	19	2
82	Wenzhou	Wu	4	float	漂浮	v ə ³⁴¹	浮	18	3
83	Wenzhou	Wu	4	float	漂浮	t a ŋ ⁵¹	氽	19	2
84	Changsha	Xiang	4	float	漂浮	pʰ j au ³³ + f u ⁰	漂 浮	16	2 3
85	Loudi	Xiang	4	float	漂浮	b ɤ ¹³	浮	18	2
86	Nanchang	Gan	4	float	漂浮	pʰ j ɛu ⁴²	漂	17	2
87	Nanchang	Gan	4	float	漂浮	f ɛu ⁴⁵	浮	18	3
88	Nanchang	Gan	4	float	漂浮	pʰ j ɛu ⁴² + f ɛu ⁴⁵	漂 浮	16	2 3
89	Meixian	Hakka	4	float	漂浮	f eu ¹¹	浮	18	3
90	Guilin	Pinghua	4	float	漂浮	f u ²² + t ɑu ²³	浮	18	3
91	Guangzhou	Yue	4	float	漂浮	pʰ j u ⁵³ + f ɐu ²¹	漂 浮	16	1 3
92	Fuzhou	Min	4	float	漂浮	pʰ j eu ⁵⁵ + l ɛ ³²	漂	17	1
93	Fuzhou	Min	4	float	漂浮	pʰ u ⁵³ + l ɛ ³²	浮	18	1
94	Xiamen	Min	4	float	漂浮	pʰ u ²⁴	浮	18	1
95	Beijing	Mandarin	5	smooth	平	pʰ i ŋ ³⁵	平	20	2
96	Ha_erbin	Mandarin	5	smooth	平	pʰ i ŋ ²⁴	平	20	2
97	Jinan	Mandarin	5	smooth	平	pʰ i ŋ ⁵³	平	20	2
98	Rongcheng	Mandarin	5	smooth	平	pʰ i ŋ ³⁵	平	20	3
99	Taiyuan	Jin	5	smooth	平	pʰ i ŋ ²¹	平	20	3
100	Xi_an	Mandarin	5	smooth	平	pʰ i ŋ ²⁴	平	20	2
101	Chengdu	Mandarin	5	smooth	平	pʰ i n ²¹	平	20	2
102	Nanjing	Mandarin	5	smooth	平	pʰ i n ¹³	平	20	2
103	Jixi	Hui	5	smooth	平	pʰ j ɑ̃ ⁴⁴	平	20	2
104	Suzhou	Wu	5	smooth	平	b i n ¹³	平	20	3
105	Wenzhou	Wu	5	smooth	平	b e ŋ ³⁴¹	平	20	2
106	Changsha	Xiang	5	smooth	平	p i n ¹³	平	20	2
107	Loudi	Xiang	5	smooth	平	pʰ j ɔ̃ ¹³	平	20	2
108	Nanchang	Gan	5	smooth	平	pʰ i n ²⁴	平	20	3
109	Meixian	Hakka	5	smooth	平	pʰ j a ŋ ¹¹	平	20	2
110	Guilin	Pinghua	5	smooth	平	p ei ²²	平	20	2
111	Guangzhou	Yue	5	smooth	平	pʰ ɛ ŋ ²¹	平	20	2
112	Fuzhou	Min	5	smooth	平	p a ŋ ⁵³	平	20	1
113	Xiamen	Min	5	smooth	平	p ĩ ²⁴	平	20	1
148	Beijing	Mandarin	7	all	全部	tɕʰ ɥ ɛ n ³⁵ + p u ⁵¹	全 部	40	2 2
149	Ha_erbin	Mandarin	7	all	全部	tɕʰ ɥ a n ²⁴ + p u ⁵³	全 部	40	2 2
150	Jinan	Mandarin	7	all	全部	tɕʰ ɥ æ̃ ⁵³ + p u ³¹	全 部	40	2 2
151	Rongcheng	Mandarin	7	all	全部	tsʰ j ɐ n ³⁵ + p u ³³⁴	全 部	40	3 2
152	Taiyuan	Jin	7	all	全部	tɕʰ ɥ e ²¹ + p u ⁴⁵	全 部	40	2 2
153	Xi_an	Mandarin	7	all	全部	tsʰ w æ̃ ²⁴ + p u ⁴⁴	全 部	40	2 2
154	Chengdu	Mandarin	7	all	全部	tɕʰ ɥ a n ²¹ + p u ²¹³	全 部	40	2 2
155	Nanjing	Mandarin	7	all	全部	tɕʰ ɥ e n ¹³ + p u ⁴⁴	全 部	40	2 2
156	Jixi	Hui	7	all	全部	tɕʰ ɥ ẽ ⁴⁴ + pʰ u ³¹	全 部	40	2 2
157	Suzhou	Wu	7	all	全部	z j ɪ ¹³ + b u ²³¹	全 部	40	2 2
158	Wenzhou	Wu	7	all	全部	j y ³⁴¹ + b u ²⁴	全 部	40	2 2
159	Changsha	Xiang	7	all	全部	tɕʰ ɥ ẽ ¹³ + p u ¹¹	全 部	40	2 2
160	Loudi	Xiang	7	all	全部	dz w ĩ ¹³ + b u ¹¹	全 部	40	2 2
161	Nanchang	Gan	7	all	全部	tɕʰ ɥ o n ²⁴ + p u ⁰	全 部	40	2 2
162	Meixian	Hakka	7	all	全部	tɕʰ j e n ¹¹ + pʰ u ⁵³	全 部	40	2 2
163	Guilin	Pinghua	7	all	全部	tɕ ɥ ã ²² + p u ²¹	全 部	40	2 2
164	Guangzhou	Yue	7	all	全部	tsʰ y n ²¹ + p ou ²²	全 部	40	2 2
165	Fuzhou	Min	7	all	全部	k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²	個 郎	41	1 1
166	Xiamen	Min	7	all	全部	ts w a n ²⁴ + p ɔ ²²	全 部	40	2 1
167	Beijing	Mandarin	8	hot	熱	ʐ ɤ ⁵¹	熱	42	2
168	Ha_erbin	Mandarin	8	hot	熱	ʐ ɤ ⁵³	熱	42	2
169	Jinan	Mandarin	8	hot	熱	ʐ ɤ ³¹	熱	42	2
170	Rongcheng	Mandarin	8	hot	熱	j ɛ ²¹⁴	熱	42	3
171	Taiyuan	Jin	8	hot	熱	z ə ʔ ²	熱	42	2
172	Xi_an	Mandarin	8	hot	熱	ʐ ɤ ²¹	熱	42	2
173	Chengdu	Mandarin	8	hot	熱	z e ²¹	熱	42	2
174	Nanjing	Mandarin	8	hot	熱	ʐ e ʔ ⁵	熱	42	2
175	Jixi	Hui	8	hot	熱	ɲ j a ʔ ³²	熱	42	2
176	Suzhou	Wu	8	hot	熱	ɲ j ɛ ʔ ²³	熱	42	2
177	Wenzhou	Wu	8	hot	熱	ɲ i ²¹	熱	42	2
178	Changsha	Xiang	8	hot	熱	ɥ e ²⁴	熱	42	3
179	Loudi	Xiang	8	hot	熱	j e ¹³	熱	42	3
180	Nanchang	Gan	8	hot	熱	l ɛ t ⁵	熱	42	3
181	Meixian	Hakka	8	hot	熱	s au ³³	燒	43	2
182	Guilin	Pinghua	8	hot	熱	l j e ⁵⁵	熱	42	2
183	Guangzhou	Yue	8	hot	熱	i t ²	熱	42	2
184	Fuzhou	Min	8	hot	熱	j e ʔ ⁵	熱	42	2
185	Xiamen	Min	8	hot	熱	l j a t ⁵	熱	42	3
186	Beijing	Mandarin	9	person	人	ʐ ə n ³⁵	人	44	2
187	Ha_erbin	Mandarin	9	person	人	i n ²⁴	人	44	2
188	Jinan	Mandarin	9	person	人	ʐ ẽ ⁵³	人	44	2
189	Rongcheng	Mandarin	9	person	人	i n ⁵²	人	44	2
190	Taiyuan	Jin	9	person	人	z ə ŋ ²¹	人	44	2
191	Xi_an	Mandarin	9	person	人	ʐ ẽ ²⁴	人	44	2
192	Chengdu	Mandarin	9	person	人	z ə n ²¹	人	44	2
193	Nanjing	Mandarin	9	person	人	ʐ ɛ n ¹³	人	44	2
194	Jixi	Hui	9	person	人	j ɑ̃ ⁴⁴	人	44	3
195	Suzhou	Wu	9	person	人	ɲ i n ¹³	人	44	2
196	Wenzhou	Wu	9	person	人	n a ŋ ³⁴¹	農	45	1
197	Changsha	Xiang	9	person	人	ʐ ə n ¹³	人	44	3
198	Loudi	Xiang	9	person	人	n i n ¹³	人	44	2
199	Nanchang	Gan	9	person	人	l ɨ n ⁴⁵	人	44	3
200	Meixian	Hakka	9	person	人	ŋ i n ¹¹	人	44	2
201	Guilin	Pinghua	9	person	人	l i ŋ ²²	人	44	2
202	Guangzhou	Yue	9	person	人	j ɐ n ²¹	人	44	2
203	Fuzhou	Min	9	person	人	n øy ŋ ⁵³	農	45	1
204	Xiamen	Min	9	person	人	l a ŋ ²⁴	農	45	1
205	Beijing	Mandarin	10	throw	扔	ʐ ə ŋ ⁵⁵	扔	46	2
206	Ha_erbin	Mandarin	10	throw	扔	ʐ ə ŋ ⁴⁴	扔	46	2
207	Jinan	Mandarin	10	throw	扔	l ə ŋ ²¹⁴	扔	46	2
208	Rongcheng	Mandarin	10	throw	扔	l j au ³³⁴	撂	47	2
209	Taiyuan	Jin	10	throw	扔	z ə ŋ ⁵³	扔	46	2
210	Xi_an	Mandarin	10	throw	扔	l j ɑu ⁴⁴	撂	47	2
211	Chengdu	Mandarin	10	throw	扔	z ə n ⁴⁵	扔	46	2
212	Chengdu	Mandarin	10	throw	扔	s w ai ⁵³	甩	48	2
213	Nanjing	Mandarin	10	throw	扔	s w ə ³¹	摔	49	2
214	Jixi	Hui	10	throw	扔	pʰ ɤ ⁵⁵	拋	50	2
215	Suzhou	Wu	10	throw	扔	t o ʔ ⁴	厾	51	2
216	Wenzhou	Wu	10	throw	扔	g a ²²	掼	52	2
217	Changsha	Xiang	10	throw	扔	ʐ ə n ¹³	扔	46	3
218	Changsha	Xiang	10	throw	扔	ɕ w ai ⁴¹	甩	48	2
219	Loudi	Xiang	10	throw	扔	l j ɤ ¹¹	撂	47	2
220	Loudi	Xiang	10	throw	扔	j ɔ ³⁵	C	53	2
221	Nanchang	Gan	10	throw	扔	l ɨ n ²¹	扔	46	3
222	Nanchang	Gan	10	throw	扔	t j u ⁴²	丟	54	2
223	Meixian	Hakka	10	throw	扔	t j u ³³	丟	54	2
224	Guilin	Pinghua	10	throw	扔	t j ou ⁴²	丟	54	1
225	Guangzhou	Yue	10	throw	扔	t j u ⁵⁵	丟	54	1
226	Fuzhou	Min	10	throw	扔	l j eu ⁵⁵	丟	54	2
227	Fuzhou	Min	10	throw	扔	k œ ʔ ⁵	C	55	1
228	Fuzhou	Min	10	throw	扔	kʰ œ ³²	抾	56	1
229	Xiamen	Min	10	throw	扔	l i ŋ ⁵⁵	扔	46	2
230	Beijing	Mandarin	11	white	白	p ɛ ³⁵	白	57	2
231	Ha_erbin	Mandarin	11	white	白	p ai ²⁴	白	57	2
232	Jinan	Mandarin	11	white	白	p ei ⁵³	白	57	2
233	Rongcheng	Mandarin	11	white	白	p ɛ ³³⁴	白	57	3
234	Taiyuan	Jin	11	white	白	p ai ²¹	白	57	3
235	Taiyuan	Jin	11	white	白	p j ə ʔ ⁵⁴	白	57	2
236	Xi_an	Mandarin	11	white	白	p ei ²⁴	白	57	2
237	Chengdu	Mandarin	11	white	白	p e ²¹	白	57	2
238	Nanjing	Mandarin	11	white	白	p ə ʔ ⁵	白	57	2
239	Jixi	Hui	11	white	白	pʰ a ʔ ³²	白	57	2
240	Suzhou	Wu	11	white	白	b ɑ ʔ ²³	白	57	2
241	Wenzhou	Wu	11	white	白	b a ²¹	白	57	2
242	Changsha	Xiang	11	white	白	p ə ²⁴	白	57	3
243	Loudi	Xiang	11	white	白	pʰ ɔ ³⁵	白	57	2
244	Nanchang	Gan	11	white	白	pʰ a ʔ ⁵	白	57	2
245	Meixian	Hakka	11	white	白	pʰ a k ⁵	白	57	2
246	Guilin	Pinghua	11	white	白	p j a̠ ²²	白	57	2
247	Guangzhou	Yue	11	white	白	p a k ²	白	57	2
248	Fuzhou	Min	11	white	白	p a ʔ ⁵	白	57	1
249	Xiamen	Min	11	white	白	p e ʔ ⁵	白	57	1
250	Beijing	Mandarin	12	back	背	p ei ⁵¹	背	58	2
251	Ha_erbin	Mandarin	12	back	背	p ei ⁵³	背	58	2
252	Jinan	Mandarin	12	back	背	p ei ³¹	背	58	2
253	Rongcheng	Mandarin	12	back	背	p ei ⁵²	背	58	3
254	Taiyuan	Jin	12	back	背	p ei ⁴⁵	背	58	2
255	Xi_an	Mandarin	12	back	背	tɕ i ²¹ + p ei ²⁴	脊 背	59	2 2
256	Xi_an	Mandarin	12	back	背	p ei ²⁴	背	58	2
257	Chengdu	Mandarin	12	back	背	p ei ²¹³	背	58	2
258	Nanjing	Mandarin	12	back	背	p ei ⁴⁴	背	58	2
259	Jixi	Hui	12	back	背	p a ³⁵	背	58	2
260	Suzhou	Wu	12	back	背	p e̞ ⁴¹²	背	58	2
261	Wenzhou	Wu	12	back	背	p ai ⁴² + dʑ i ²⁴ + s a ŋ ⁴⁴	背 骶 身	60	2 2 2
262	Changsha	Xiang	12	back	背	p ei ⁵⁵	背	58	2
263	Loudi	Xiang	12	back	背	p e ³⁵	背	58	2
264	Nanchang	Gan	12	back	背	p ei ⁴⁵ + tɕ j a ʔ ⁰	背 脊	61	2 2
265	Meixian	Hakka	12	back	背	p oi ⁵³	背	58	2
266	Guilin	Pinghua	12	back	背	p ei ²⁵	背	58	2
267	Guangzhou	Yue	12	back	背	p w i ³³	背	58	2
268	Fuzhou	Min	12	back	背	pʰ j a ŋ ⁵⁵	𩩍	62	1
269	Xiamen	Min	12	back	背	k a ⁵⁵ + ts j a ʔ ³²	胛 脊	63	1 1
270	Beijing	Mandarin	13	nose	鼻子	p i ³⁵ + ts ɿ ⁰	鼻	64	2
271	Ha_erbin	Mandarin	13	nose	鼻子	p i ²⁴ + ts ɿ ⁰	鼻	64	2
272	Jinan	Mandarin	13	nose	鼻子	p i ⁵³ + ts ɿ ⁰	鼻	64	2
273	Rongcheng	Mandarin	13	nose	鼻子	p i ³⁵ + ts ɿ ⁰	鼻	64	2
274	Taiyuan	Jin	13	nose	鼻子	p j ə ʔ ⁵⁴	鼻	64	2
275	Taiyuan	Jin	13	nose	鼻子	p j ə ʔ ⁵⁴ + ts ə ʔ ⁰	鼻	64	2
276	Xi_an	Mandarin	13	nose	鼻子	p i ²⁴ + ts ɿ ⁰	鼻	64	2
277	Chengdu	Mandarin	13	nose	鼻子	p i ²¹ + ts ɿ ⁵³	鼻	64	2
278	Nanjing	Mandarin	13	nose	鼻子	p i ʔ ⁵ + ts ɿ ⁰	鼻	64	2
279	Jixi	Hui	13	nose	鼻子	pʰ ɿ ³⁵ + kʰ w ɑ̃ ²¹³	鼻 孔	65	3 2
280	Suzhou	Wu	13	nose	鼻子	b ə ʔ ²³ + d ʏ ¹³	鼻	64	2
281	Wenzhou	Wu	13	nose	鼻子	b ei ²¹ + d ɤu ³⁴¹	鼻	64	2
282	Changsha	Xiang	13	nose	鼻子	p i ²⁴	鼻	64	2
283	Changsha	Xiang	13	nose	鼻子	p i ²⁴ + ts ɿ ⁰	鼻	64	2
284	Loudi	Xiang	13	nose	鼻子	pʰ i ¹¹ + d j ɤ ¹³	鼻	64	2
285	Nanchang	Gan	13	nose	鼻子	pʰ i t ²¹ + ts ɿ ⁰	鼻	64	2
286	Meixian	Hakka	13	nose	鼻子	pʰ i ⁵³ + k u ŋ ³³	鼻	64	2
287	Guilin	Pinghua	13	nose	鼻子	p i ²² + kʰ ɤ n ²³	鼻 孔	65	2 2
288	Guangzhou	Yue	13	nose	鼻子	p ei ²² + k ɔ ⁵⁵	鼻	64	2
289	Fuzhou	Min	13	nose	鼻子	pʰ ɛi ²¹²	鼻	64	2
290	Xiamen	Min	13	nose	鼻子	pʰ ĩ ²² + j ã ⁵³	鼻	64	1
291	Xiamen	Min	13	nose	鼻子	pʰ ĩ ²²	鼻	64	1
292	Beijing	Mandarin	14	ice	冰	p i ŋ ⁵⁵	冰	66	2
293	Ha_erbin	Mandarin	14	ice	冰	p i ŋ ⁴⁴	冰	66	2
294	Jinan	Mandarin	14	ice	冰	p i ŋ ²¹⁴	冰	66	2
295	Rongcheng	Mandarin	14	ice	冰	p i ŋ ⁵²	冰	66	2
296	Taiyuan	Jin	14	ice	冰	p i ŋ ²¹	冰	66	2
297	Xi_an	Mandarin	14	ice	冰	p i ŋ ²¹	冰	66	2
298	Chengdu	Mandarin	14	ice	冰	p i n ⁴⁵	冰	66	2
299	Nanjing	Mandarin	14	ice	冰	p i n ³¹	冰	66	2
300	Jixi	Hui	14	ice	冰	p j ɑ̃ ⁵⁵	冰	66	2
301	Suzhou	Wu	14	ice	冰	p i n ⁴⁴	冰	66	2
302	Wenzhou	Wu	14	ice	冰	p ə ŋ ⁴⁴	冰	66	2
303	Changsha	Xiang	14	ice	冰	p i n ³³	冰	66	2
304	Changsha	Xiang	14	ice	冰	l i n ¹³ + p i n ³³	凌 冰	67	2 2
305	Loudi	Xiang	14	ice	冰	k ɤ ³⁵ + n j ɔ̃ ¹³ + ts ɿ ⁰	棱	68	2
306	Nanchang	Gan	14	ice	冰	p i n ⁴²	冰	66	2
307	Meixian	Hakka	14	ice	冰	p e n ³³	冰	66	2
308	Guilin	Pinghua	14	ice	冰	p i ŋ ⁴²	冰	66	2
309	Guangzhou	Yue	14	ice	冰	p e ŋ ⁵⁵	冰	66	2
310	Fuzhou	Min	14	ice	冰	p i ŋ ⁵⁵	冰	66	2
311	Xiamen	Min	14	ice	冰	p i ŋ ⁵⁵	冰	66	2
312	Xiamen	Min	14	ice	冰	s ŋ̍ ⁵⁵	霜	69	1
313	Beijing	Mandarin	15	neck	脖子	p o ³⁵ + ts ɿ ⁰	脖	70	2
314	Ha_erbin	Mandarin	15	neck	脖子	p ɤ ²⁴ + ts ɿ ⁰	脖	70	2
315	Jinan	Mandarin	15	neck	脖子	p ɤ ⁵³ + ts ɿ ⁰	脖	70	2
316	Rongcheng	Mandarin	15	neck	脖子	p ɔ ³⁵ + k ə ŋ ²¹⁴ + ts ɿ ⁰	脖 颈	71	2 2
317	Taiyuan	Jin	15	neck	脖子	p a ʔ ⁵⁴ + ts ə ʔ ⁰	脖	70	2
318	Xi_an	Mandarin	15	neck	脖子	p o ²⁴ + ts ɿ ⁰	脖	70	2
319	Chengdu	Mandarin	15	neck	脖子	tɕ i n ⁵³ + x a ŋ ⁵³	頸 項	72	2 2
320	Chengdu	Mandarin	15	neck	脖子	tɕ i n ⁵³ + ts ɿ ⁵³	頸	73	2
321	Nanjing	Mandarin	15	neck	脖子	p o ʔ ⁵ + ts ɿ ⁰	脖	70	2
322	Jixi	Hui	15	neck	脖子	kʰ i ³⁵ + tɕ j ɑ̃ ²¹³	扣 頸	74	2 2
323	Suzhou	Wu	15	neck	脖子	d ʏ ¹³ + tɕ i n ⁵²	頭 頸	75	3 3
324	Wenzhou	Wu	15	neck	脖子	d ɤu ³⁴¹ + tɕ j a ŋ ²⁴²	頭 頸	75	2 2
325	Changsha	Xiang	15	neck	脖子	p o ¹³ + ts ɿ ⁰	脖	70	2
326	Changsha	Xiang	15	neck	脖子	tɕ i n ⁴¹ + k ə n ³³	頸 根	76	3 2
327	Loudi	Xiang	15	neck	脖子	tɕ j ɔ̃ ⁴² + k u ⁰	頸 骨	77	2 2
328	Nanchang	Gan	15	neck	脖子	p ɔ ʔ ⁵ + ts ɿ ⁰	脖	70	2
329	Nanchang	Gan	15	neck	脖子	tɕ j a ŋ ²¹³	頸	73	2
330	Meixian	Hakka	15	neck	脖子	k j a ŋ ³¹ + k i n ³³	頸 根	76	2 2
331	Guilin	Pinghua	15	neck	脖子	k ei ²³	頸	73	2
332	Guangzhou	Yue	15	neck	脖子	k ɛ ŋ ³⁵	頸	73	2
333	Fuzhou	Min	15	neck	脖子	t au ²⁴² + ɔu ʔ ²⁴	脰 骨	78	1 1
334	Xiamen	Min	15	neck	脖子	a m ²² + k u n ⁵³	頷 根	79	2 2
335	Beijing	Mandarin	16	thin	薄	p ɑu ³⁵	薄	80	2
336	Ha_erbin	Mandarin	16	thin	薄	p ɤ ²⁴	薄	80	2
337	Jinan	Mandarin	16	thin	薄	p ɤ ⁵³	薄	80	2
338	Rongcheng	Mandarin	16	thin	薄	p ɔ ³⁵	薄	80	2
339	Taiyuan	Jin	16	thin	薄	p ə ʔ ⁵⁴	薄	80	2
340	Xi_an	Mandarin	16	thin	薄	p o ²⁴	薄	80	2
341	Chengdu	Mandarin	16	thin	薄	p o ²¹	薄	80	2
342	Nanjing	Mandarin	16	thin	薄	p o ʔ ⁵	薄	80	2
343	Jixi	Hui	16	thin	薄	pʰ o ʔ ³²	薄	80	2
344	Suzhou	Wu	16	thin	薄	b o ʔ ²³	薄	80	2
345	Wenzhou	Wu	16	thin	薄	b o ²³	薄	80	2
346	Changsha	Xiang	16	thin	薄	p o ²⁴	薄	80	2
347	Loudi	Xiang	16	thin	薄	pʰ o ¹¹	薄	80	2
348	Nanchang	Gan	16	thin	薄	pʰ ɔ ʔ ⁵	薄	80	2
349	Meixian	Hakka	16	thin	薄	pʰ o k ⁵	薄	80	2
