ID	DOCULECT	SUBGROUP	CONCEPT_ID	CONCEPT	CONCEPT_CHINESE	TOKENS	CHRACTERS	COGID	WENYAN
3053	Chengdu	Mandarin	145	fly	飛	f ei ⁴⁵	飛	617	2
3054	Nanjing	Mandarin	145	fly	飛	f ei ³¹	飛	617	2
3055	Jixi	Hui	145	fly	飛	f i ⁵⁵	飛	617	2
3056	Suzhou	Wu	145	fly	飛	f i ⁴⁴	飛	617	3
3057	Wenzhou	Wu	145	fly	飛	f ei ⁴⁴	飛	617	3
3058	Changsha	Xiang	145	fly	飛	f ei ³³	飛	617	3
3059	Loudi	Xiang	145	fly	飛	x w i ⁴⁴	飛	617	3
3060	Nanchang	Gan	145	fly	飛	f ɨi ⁴²	飛	617	3
3061	Meixian	Hakka	145	fly	飛	f i ³³	飛	617	3
3062	Guilin	Pinghua	145	fly	飛	f ei ⁴²	飛	617	2
3063	Guangzhou	Yue	145	fly	飛	f ei ⁵³	飛	617	3
3064	Fuzhou	Min	145	fly	飛	p w oi ⁵⁵	飛	617	1
3065	Xiamen	Min	145	fly	飛	p e ⁵⁵	飛	617	1
3066	Beijing	Mandarin	146	wind	風	f ə ŋ ⁵⁵	風	618	2
3067	Ha_erbin	Mandarin	146	wind	風	f ə ŋ ⁴⁴	風	618	2
3068	Jinan	Mandarin	146	wind	風	f ə ŋ ²¹⁴	風	618	2
3069	Rongcheng	Mandarin	146	wind	風	f ə ŋ ⁵²	風	618	2
3070	Taiyuan	Jin	146	wind	風	f ə ŋ ²¹	風	618	2
3071	Xi_an	Mandarin	146	wind	風	f ə ŋ ²¹	風	618	2
3072	Chengdu	Mandarin	146	wind	風	f o ŋ ⁴⁵	風	618	2
3073	Nanjing	Mandarin	146	wind	風	f ə n ³¹	風	618	2
3074	Jixi	Hui	146	wind	風	f ɑ̃ ⁵⁵	風	618	2
3075	Suzhou	Wu	146	wind	風	f o ŋ ⁴⁴	風	618	3
3076	Wenzhou	Wu	146	wind	風	h o ŋ ⁴⁴	風	618	3
3077	Changsha	Xiang	146	wind	風	x ə n ³³	風	618	3
3078	Loudi	Xiang	146	wind	風	x ɤ n ⁴⁴	風	618	3
3079	Nanchang	Gan	146	wind	風	f u ŋ ⁴²	風	618	3
3080	Meixian	Hakka	146	wind	風	f u ŋ ³³	風	618	3
3081	Guilin	Pinghua	146	wind	風	f ɤ ŋ ⁴²	風	618	2
3082	Guangzhou	Yue	146	wind	風	f o ŋ ⁵³	風	618	3
3083	Fuzhou	Min	146	wind	風	h u ŋ ⁵⁵	風	618	2
3084	Xiamen	Min	146	wind	風	h ɔ ŋ ⁵⁵	風	618	2
3085	Beijing	Mandarin	147	sew	縫	f ə ŋ ³⁵	縫	619	2
3086	Ha_erbin	Mandarin	147	sew	縫	f ə ŋ ²⁴	縫	619	2
3087	Jinan	Mandarin	147	sew	縫	f ə ŋ ⁵³	縫	619	2
3088	Rongcheng	Mandarin	147	sew	縫	f ə ŋ ³⁵	縫	619	2
3089	Taiyuan	Jin	147	sew	縫	f ə ŋ ²¹	縫	619	2
3090	Xi_an	Mandarin	147	sew	縫	f ə ŋ ²⁴	縫	619	2
3091	Chengdu	Mandarin	147	sew	縫	f o ŋ ²¹	縫	619	2
3092	Nanjing	Mandarin	147	sew	縫	f ə n ¹³	縫	619	2
3093	Jixi	Hui	147	sew	縫	f ɑ̃ ⁴⁴	縫	619	2
3094	Suzhou	Wu	147	sew	縫	v o ŋ ¹³	縫	619	3
3095	Wenzhou	Wu	147	sew	縫	l e ŋ ²²	繗	620	2
3096	Changsha	Xiang	147	sew	縫	x ə n ¹³	縫	619	3
3097	Changsha	Xiang	147	sew	縫	l j ẽ ¹³	連	621	2
3098	Loudi	Xiang	147	sew	縫	ɣ ɤ n ¹³	縫	619	3
3099	Nanchang	Gan	147	sew	縫	f u ŋ ⁴⁵	縫	619	3
3100	Nanchang	Gan	147	sew	縫	l j ɛ n ⁴⁵	連	621	2
3101	Meixian	Hakka	147	sew	縫	pʰ u ŋ ¹¹	縫	619	2
3102	Guilin	Pinghua	147	sew	縫	f ɤ ŋ ²²	縫	619	2
3103	Guangzhou	Yue	147	sew	縫	l y n ²¹	連	621	2
3104	Fuzhou	Min	147	sew	縫	pʰ u ŋ ⁵³ + ɛi ŋ ²⁴²	縫 纫	622	2 2
3105	Fuzhou	Min	147	sew	縫	tʰ j e ŋ ²¹²	䋎	623	1
3106	Xiamen	Min	147	sew	縫	tʰ ĩ ²²	䋎	623	1
3107	Beijing	Mandarin	148	rotten	腐爛	f u ²¹⁴ + l a n ⁵¹	腐 爛	624	2 2
3108	Ha_erbin	Mandarin	148	rotten	腐爛	f u ²¹³ + l a n ⁵³	腐 爛	624	2 2
3109	Jinan	Mandarin	148	rotten	腐爛	f u ²¹⁴ + l æ̃ ⁰	腐 爛	624	2 2
3110	Rongcheng	Mandarin	148	rotten	腐爛	l ɐ n ³³⁴ + l ə ⁰	爛	625	2
3111	Taiyuan	Jin	148	rotten	腐爛	f u ⁵³ + l æ̃ ⁴⁵	腐 爛	624	2 2
3112	Xi_an	Mandarin	148	rotten	腐爛	l æ̃ ⁴⁴	爛	625	2
3113	Chengdu	Mandarin	148	rotten	腐爛	l a n ²¹³	爛	625	2
3114	Nanjing	Mandarin	148	rotten	腐爛	l ɑ̃ ⁴⁴	爛	625	2
3115	Nanjing	Mandarin	148	rotten	腐爛	f u ¹¹ + l ɑ̃ ⁴⁴	腐 爛	624	2 2
3116	Jixi	Hui	148	rotten	腐爛	n ɔ ³¹	爛	625	2
3117	Suzhou	Wu	148	rotten	腐爛	l e̞ ²³¹	爛	625	2
3118	Wenzhou	Wu	148	rotten	腐爛	l a ²² + tsʰ ɿ ⁰	爛	625	2
3119	Wenzhou	Wu	148	rotten	腐爛	v øy ²² + l a ²²	腐 爛	624	3 2
3120	Changsha	Xiang	148	rotten	腐爛	f u ⁴¹ + l a n ¹¹	腐 爛	624	3 2
3121	Loudi	Xiang	148	rotten	腐爛	x u ⁴² + l ã ¹¹	腐 爛	624	3 2
3122	Nanchang	Gan	148	rotten	腐爛	f u ²⁴ + l a n ²¹	腐 爛	624	4 2
3123	Meixian	Hakka	148	rotten	腐爛	f u ³¹ + l a n ⁵³	腐 爛	624	3 2
3124	Guilin	Pinghua	148	rotten	腐爛	f u ²³ + l ã ²¹	腐 爛	624	2 2
3125	Guangzhou	Yue	148	rotten	腐爛	l a n ²²	爛	625	2
3126	Guangzhou	Yue	148	rotten	腐爛	f u ²² + l a n ²²	腐 爛	624	3 2
3127	Fuzhou	Min	148	rotten	腐爛	p ou ²⁴²	腐	626	1
3128	Fuzhou	Min	148	rotten	腐爛	a ŋ ³² + p ou ²⁴²	飲 腐	627	1 1
3129	Fuzhou	Min	148	rotten	腐爛	a ŋ ³²	飲	628	1
3130	Xiamen	Min	148	rotten	腐爛	n w ã ²²	爛	625	1
3169	Beijing	Mandarin	150	dry	乾	k a n ⁵⁵	干	641	2
3170	Ha_erbin	Mandarin	150	dry	乾	k a n ⁴⁴	干	641	2
3171	Jinan	Mandarin	150	dry	乾	k æ̃ ²¹⁴	干	641	2
3172	Rongcheng	Mandarin	150	dry	乾	k ɐ n ³³⁴	干	641	3
3173	Taiyuan	Jin	150	dry	乾	k æ̃ ²¹	干	641	2
3174	Xi_an	Mandarin	150	dry	乾	k æ̃ ²¹	干	641	2
3175	Chengdu	Mandarin	150	dry	乾	k a n ⁴⁵	干	641	2
3176	Nanjing	Mandarin	150	dry	乾	k ɑ̃ ³¹	干	641	2
3177	Jixi	Hui	150	dry	乾	k ɔ ⁵⁵	干	641	2
3178	Suzhou	Wu	150	dry	乾	k ø ⁴⁴	干	641	2
3179	Wenzhou	Wu	150	dry	乾	s ə ⁵¹	燥	642	2
3180	Wenzhou	Wu	150	dry	乾	k y ⁴⁴	干	641	2
3181	Changsha	Xiang	150	dry	乾	k a n ³³	干	641	2
3182	Loudi	Xiang	150	dry	乾	k ã ⁴⁴	干	641	2
3183	Nanchang	Gan	150	dry	乾	k o n ⁴²	干	641	2
3184	Meixian	Hakka	150	dry	乾	k o n ³³	干	641	2
3185	Guilin	Pinghua	150	dry	乾	k ã ²³	干	641	3
3186	Guangzhou	Yue	150	dry	乾	k ɔ n ⁵³	干	641	2
3187	Fuzhou	Min	150	dry	乾	k a ŋ ⁵⁵	干	641	1
3188	Fuzhou	Min	150	dry	乾	t a ⁵⁵	焦	643	1
3189	Xiamen	Min	150	dry	乾	t a ⁵⁵	焦	643	1
3190	Beijing	Mandarin	151	liver	肝	k a n ⁵⁵	肝	644	2
3191	Ha_erbin	Mandarin	151	liver	肝	k a n ⁴⁴	肝	644	2
3192	Jinan	Mandarin	151	liver	肝	k æ̃ ²¹³	肝	644	2
3193	Rongcheng	Mandarin	151	liver	肝	k ɐ n ⁵²	肝	644	2
3194	Taiyuan	Jin	151	liver	肝	k æ̃ ²¹	肝	644	2
3195	Xi_an	Mandarin	151	liver	肝	t æ̃ ⁵³	胆	645	2
3196	Chengdu	Mandarin	151	liver	肝	t a n ⁵³	胆	645	2
3197	Nanjing	Mandarin	151	liver	肝	k ɑ̃ ³¹	肝	644	2
3198	Jixi	Hui	151	liver	肝	k ɔ ⁵⁵	肝	644	2
3199	Suzhou	Wu	151	liver	肝	k ø ⁴⁴	肝	644	2
3200	Wenzhou	Wu	151	liver	肝	k y ⁴⁴	肝	644	2
3201	Changsha	Xiang	151	liver	肝	k a n ³³	肝	644	2
3202	Loudi	Xiang	151	liver	肝	k w ẽ ⁴⁴	肝	644	2
3203	Nanchang	Gan	151	liver	肝	k o n ⁴²	肝	644	2
3204	Meixian	Hakka	151	liver	肝	k o n ³³	肝	644	2
3205	Guilin	Pinghua	151	liver	肝	k w ɑ ⁴²	肝	644	2
3206	Guangzhou	Yue	151	liver	肝	k ɔ n ⁵³	肝	644	2
3207	Fuzhou	Min	151	liver	肝	k a ŋ ⁵⁵	肝	644	1
3208	Xiamen	Min	151	liver	肝	k w ã ⁵⁵	肝	644	1
3230	Beijing	Mandarin	153	root	根	k ə ⁵⁵	根	656	2
3231	Ha_erbin	Mandarin	153	root	根	k ə n ⁴⁴	根	656	2
3232	Jinan	Mandarin	153	root	根	k ẽ ²¹⁴	根	656	2
3233	Rongcheng	Mandarin	153	root	根	k ə n ⁵²	根	656	2
3234	Taiyuan	Jin	153	root	根	k ə ŋ ²¹	根	656	2
3235	Xi_an	Mandarin	153	root	根	k ẽ ²¹	根	656	2
3236	Chengdu	Mandarin	153	root	根	k ə n ⁴⁵	根	656	2
3237	Nanjing	Mandarin	153	root	根	k ə n ³¹	根	656	2
3238	Jixi	Hui	153	root	根	k ɑ̃ ⁵⁵	根	656	2
3239	Suzhou	Wu	153	root	根	k ə n ⁴⁴	根	656	2
3240	Wenzhou	Wu	153	root	根	k y ⁴⁴	根	656	2
3241	Wenzhou	Wu	153	root	根	dʑ ɥ ɔ ³⁴¹	𩪘	657	2
3242	Changsha	Xiang	153	root	根	k ə n ³³	根	656	2
3243	Changsha	Xiang	153	root	根	t əu ³³ + ts ɿ ⁰	蔸	658	2
3244	Loudi	Xiang	153	root	根	k ẽ ⁴⁴	根	656	2
3245	Nanchang	Gan	153	root	根	k j ɛ n ⁴²	根	656	2
3246	Meixian	Hakka	153	root	根	k i n ³³	莖	659	2
3247	Guilin	Pinghua	153	root	根	k ɤ n ⁴²	根	656	2
3248	Guangzhou	Yue	153	root	根	k ɐ n ⁵⁵	根	656	2
3249	Fuzhou	Min	153	root	根	k y ŋ ⁵⁵	根	656	1
3250	Xiamen	Min	153	root	根	k u n ⁵⁵	根	656	1
3251	Beijing	Mandarin	154	dog	狗	k ou ²¹⁴	狗	660	2
3252	Ha_erbin	Mandarin	154	dog	狗	k ou ²¹³	狗	660	2
3253	Jinan	Mandarin	154	dog	狗	k ou ⁴⁵	狗	660	2
3254	Rongcheng	Mandarin	154	dog	狗	k ou ²¹³	狗	660	2
3255	Taiyuan	Jin	154	dog	狗	k əu ⁵³	狗	660	2
3256	Xi_an	Mandarin	154	dog	狗	k ou ⁵³	狗	660	2
3257	Chengdu	Mandarin	154	dog	狗	k əu ⁵³	狗	660	2
3258	Nanjing	Mandarin	154	dog	狗	k əɯ ¹¹	狗	660	2
3259	Jixi	Hui	154	dog	狗	k i ²¹³	狗	660	2
3260	Suzhou	Wu	154	dog	狗	k ʏ ⁵²	狗	660	3
3261	Wenzhou	Wu	154	dog	狗	k au ²⁴²	狗	660	3
3262	Changsha	Xiang	154	dog	狗	k əu ⁴¹	狗	660	2
3263	Loudi	Xiang	154	dog	狗	t j ɤ ⁴²	狗	660	2
3264	Nanchang	Gan	154	dog	狗	k j ɛu ²¹³	狗	660	2
3265	Meixian	Hakka	154	dog	狗	k eu ³¹	狗	660	2
3266	Guilin	Pinghua	154	dog	狗	k ai ²³	狗	660	2
3267	Guangzhou	Yue	154	dog	狗	k ɐu ³⁵	狗	660	2
3268	Fuzhou	Min	154	dog	狗	kʰ ɛi ŋ ³²	犬	661	1
3269	Fuzhou	Min	154	dog	狗	kʰ ɛi ŋ ³² + ŋ j a ŋ ³²	犬	661	1
3270	Xiamen	Min	154	dog	狗	k au ⁵³	狗	660	1
3271	Beijing	Mandarin	155	bone	骨頭	k u ²¹⁴	骨	662	2
3272	Ha_erbin	Mandarin	155	bone	骨頭	k u ²¹³ + tʰ ou ⁰	骨	662	2
3273	Jinan	Mandarin	155	bone	骨頭	k u ²¹⁴ + tʰ ou ⁰	骨	662	2
3274	Rongcheng	Mandarin	155	bone	骨頭	k u ²¹⁴ + tʰ ə ⁰	骨	662	2
3275	Taiyuan	Jin	155	bone	骨頭	k w ə ʔ ² + t əu ⁰	骨	662	2
3276	Xi_an	Mandarin	155	bone	骨頭	k u ²¹ + tʰ ou ⁰	骨	662	2
3277	Xi_an	Mandarin	155	bone	骨頭	k u ²¹ + t ou ⁰	骨	662	2
3278	Chengdu	Mandarin	155	bone	骨頭	k u ²¹ + tʰ əu ²¹	骨	662	2
3279	Nanjing	Mandarin	155	bone	骨頭	k u ʔ ⁵ + tʰ əɯ ¹³	骨	662	2
3280	Jixi	Hui	155	bone	骨頭	k w ɤ ʔ ³²	骨	662	2
3281	Suzhou	Wu	155	bone	骨頭	k w ə ʔ ⁴ + d ʏ ¹³	骨	662	2
3282	Wenzhou	Wu	155	bone	骨頭	k y ⁴² + d ɤu ³⁴¹	骨	662	2
3283	Wenzhou	Wu	155	bone	骨頭	k y ⁴¹	骨	662	2
3284	Changsha	Xiang	155	bone	骨頭	k u ²⁴ + t əu ⁰	骨	662	2
3285	Loudi	Xiang	155	bone	骨頭	k u ¹³ + d j ɤ ¹³	骨	662	2
3286	Nanchang	Gan	155	bone	骨頭	k u ʔ ⁵ + tʰ əu ⁰	骨	662	2
3287	Meixian	Hakka	155	bone	骨頭	k u t ¹ + tʰ eu ¹¹	骨	662	2
3288	Guilin	Pinghua	155	bone	骨頭	k u ⁵⁵ + t ai ²²	骨	662	2
3289	Guangzhou	Yue	155	bone	骨頭	k w ɐ t ⁵	骨	662	2
3290	Fuzhou	Min	155	bone	骨頭	k ɔu ʔ ²¹	骨	662	1
3291	Fuzhou	Min	155	bone	骨頭	k ɔu ʔ ²⁴ + k ɔu ʔ ²⁴	骨 骨	663	1 1
3292	Xiamen	Min	155	bone	骨頭	k u t ³² + tʰ au ²⁴	骨	662	2
3293	Beijing	Mandarin	156	stick	棍子	k w ə n ⁵¹	棍	664	3
3294	Ha_erbin	Mandarin	156	stick	棍子	k w ə n ⁵³ + ts ɿ ⁰	棍	664	3
3295	Jinan	Mandarin	156	stick	棍子	k w ẽ ²¹ + ts ɿ ⁰	棍	664	3
3296	Rongcheng	Mandarin	156	stick	棍子	k w ə ³³⁴	棍	664	3
3297	Taiyuan	Jin	156	stick	棍子	k u ŋ ⁴⁵	棍	664	3
3298	Taiyuan	Jin	156	stick	棍子	k u ŋ ⁴⁵ + ts ə ʔ ⁰	棍	664	3
3299	Xi_an	Mandarin	156	stick	棍子	k w ə n ⁴⁴	棍	664	3
3300	Chengdu	Mandarin	156	stick	棍子	k w ə n ²¹³ + k w ə ⁵⁵	棍 棍	665	3 3
3301	Nanjing	Mandarin	156	stick	棍子	k w ə n ⁴⁴ + ts ɿ ⁰	棍	664	3
3302	Jixi	Hui	156	stick	棍子	k w ɑ̃ ³⁵ + ts ɿ ⁵³	棍	664	3
3303	Suzhou	Wu	156	stick	棍子	b ɑ̃ ²³¹	棒	666	2
3304	Suzhou	Wu	156	stick	棍子	k w ə n ⁴¹² + ts ɿ ⁵²	棍	664	3
3305	Wenzhou	Wu	156	stick	棍子	b w ɔ ²⁴ + ŋ̍ ⁰	棒	666	2
3306	Changsha	Xiang	156	stick	棍子	k w ə n ⁵⁵ + ts ɿ ⁰	棍	664	3
3307	Loudi	Xiang	156	stick	棍子	k u n ³⁵	棍	664	3
3308	Nanchang	Gan	156	stick	棍子	k u n ⁴⁵	棍	664	3
3309	Meixian	Hakka	156	stick	棍子	k u n ⁵³ + n e ⁰	棍	664	3
3310	Guilin	Pinghua	156	stick	棍子	k w ɤ ŋ ⁴² + ts e ²³	棍	664	3
3311	Guangzhou	Yue	156	stick	棍子	k w ɐ n ³³	棍	664	3
3312	Fuzhou	Min	156	stick	棍子	k u ŋ ²¹² + k ou ŋ ²¹²	棍 棍	665	3 3
3313	Xiamen	Min	156	stick	棍子	tsʰ e ⁵³ + j a ⁵³	捶	667	1
3344	Beijing	Mandarin	158	sea	海	x ɛ ²¹⁴	海	685	2
3345	Ha_erbin	Mandarin	158	sea	海	x ai ²¹³	海	685	2
3346	Jinan	Mandarin	158	sea	海	x ɛ ⁴⁵	海	685	2
3347	Rongcheng	Mandarin	158	sea	海	x ai ²¹⁴	海	685	2
3348	Taiyuan	Jin	158	sea	海	x ai ⁵³	海	685	2
3349	Xi_an	Mandarin	158	sea	海	x ɛ ⁵³	海	685	2
3350	Chengdu	Mandarin	158	sea	海	x ai ⁵³	海	685	2
3351	Nanjing	Mandarin	158	sea	海	x ɛ ¹¹	海	685	2
3352	Jixi	Hui	158	sea	海	x a ²¹³	海	685	2
3353	Suzhou	Wu	158	sea	海	h e̞ ⁵²	海	685	2
3354	Wenzhou	Wu	158	sea	海	h e ²⁴	海	685	2
3355	Changsha	Xiang	158	sea	海	x ai ⁴¹	海	685	2
3356	Loudi	Xiang	158	sea	海	x w e ⁴²	海	685	2
3357	Nanchang	Gan	158	sea	海	h ai ²¹³	海	685	2
3358	Meixian	Hakka	158	sea	海	h oi ³¹	海	685	2
3359	Guilin	Pinghua	158	sea	海	x ai ²³	海	685	2
3360	Guangzhou	Yue	158	sea	海	h ɔi ³⁵	海	685	2
3361	Fuzhou	Min	158	sea	海	h ai ³²	海	685	2
3362	Xiamen	Min	158	sea	海	h ai ⁵³	海	685	2
3363	Beijing	Mandarin	159	good	好	x ɑu ²¹⁴	好	686	2
3364	Ha_erbin	Mandarin	159	good	好	x au ²¹³	好	686	2
3365	Ha_erbin	Mandarin	159	good	好	t ai ⁵³ + tɕ i ŋ ⁵³	帶 勁	687	2 2
3366	Ha_erbin	Mandarin	159	good	好	p u ⁵³ + l ai ⁵³	不 賴	688	2 2
3367	Jinan	Mandarin	159	good	好	x ɔ ⁴⁵	好	686	2
3368	Rongcheng	Mandarin	159	good	好	p u ²¹⁴ + tsʰ au ³³⁴	不 糙	689	2 2
3369	Taiyuan	Jin	159	good	好	x au ⁵³	好	686	2
3370	Xi_an	Mandarin	159	good	好	x ɑu ⁵³	好	686	2
3371	Chengdu	Mandarin	159	good	好	x au ⁵³	好	686	2
3372	Nanjing	Mandarin	159	good	好	x ɔ ¹¹	好	686	2
3373	Jixi	Hui	159	good	好	x ɤ ²¹³	好	686	2
3374	Suzhou	Wu	159	good	好	h æ ⁵²	好	686	2
3375	Wenzhou	Wu	159	good	好	h ə ²⁴	好	686	2
3376	Changsha	Xiang	159	good	好	x au ⁴¹	好	686	2
3377	Loudi	Xiang	159	good	好	x ɤ ³⁵	好	686	3
3378	Nanchang	Gan	159	good	好	h au ²¹³	好	686	2
3379	Meixian	Hakka	159	good	好	h au ³¹	好	686	2
3380	Guilin	Pinghua	159	good	好	x ɑu ²³	好	686	2
3381	Guangzhou	Yue	159	good	好	h ou ³⁵	好	686	2
3382	Fuzhou	Min	159	good	好	h o ³²	好	686	2
3383	Xiamen	Min	159	good	好	h o ⁵³	好	686	2
3384	Beijing	Mandarin	160	drink	喝	x ɤ ⁵⁵	喝	690	2
3385	Ha_erbin	Mandarin	160	drink	喝	x ɤ ⁴⁴	喝	690	2
3386	Jinan	Mandarin	160	drink	喝	x ɤ ²¹⁴	喝	690	2
3387	Rongcheng	Mandarin	160	drink	喝	x a ²¹⁴	喝	690	2
3388	Taiyuan	Jin	160	drink	喝	x ə ʔ ²	喝	690	2
3389	Xi_an	Mandarin	160	drink	喝	x w o ²¹	喝	690	2
3390	Chengdu	Mandarin	160	drink	喝	x o ⁴⁵	喝	690	3
3391	Nanjing	Mandarin	160	drink	喝	x o ʔ ⁵	喝	690	2
3392	Jixi	Hui	160	drink	喝	x ɤ ⁵⁵	喝	690	2
3393	Suzhou	Wu	160	drink	喝	tɕʰ j ə ʔ ⁴	喫	546	2
3394	Suzhou	Wu	160	drink	喝	h a ʔ ⁴	呷	691	2
3395	Wenzhou	Wu	160	drink	喝	h a ⁴¹	呷	691	2
3396	Changsha	Xiang	160	drink	喝	tɕʰ j a ²⁴	喫	546	2
3397	Changsha	Xiang	160	drink	喝	x o ²⁴	喝	690	2
3398	Loudi	Xiang	160	drink	喝	tɕʰ j ɔ ¹³	喫	546	2
3399	Nanchang	Gan	160	drink	喝	h o t ²	喝	690	2
3400	Meixian	Hakka	160	drink	喝	s ə t ⁵	食	547	2
3401	Guilin	Pinghua	160	drink	喝	x w o ⁵⁵	喝	690	2
3402	Guangzhou	Yue	160	drink	喝	j ɐ m ³⁵	飲	628	2
3403	Fuzhou	Min	160	drink	喝	tsʰ w o ʔ ²⁴	啜	692	1
3404	Fuzhou	Min	160	drink	喝	s j e ʔ ⁵	食	547	1
3405	Xiamen	Min	160	drink	喝	l i m ⁵⁵	啉	693	1
3406	Beijing	Mandarin	161	and	和	x ɤ ³⁵	和	694	2
3407	Ha_erbin	Mandarin	161	and	和	x ɤ ²⁴	和	694	2
3408	Jinan	Mandarin	161	and	和	x ɤ ⁵³	和	694	2
3409	Rongcheng	Mandarin	161	and	和	x ɔ ³⁵	和	694	2
3410	Taiyuan	Jin	161	and	和	x ɤ ²¹	和	694	2
3411	Xi_an	Mandarin	161	and	和	x w o ²⁴	和	694	2
3412	Chengdu	Mandarin	161	and	和	x o ²¹	和	694	2
3413	Nanjing	Mandarin	161	and	和	x o ¹³	和	694	2
3414	Jixi	Hui	161	and	和	x ɵ ⁴⁴	和	694	3
3415	Suzhou	Wu	161	and	和	t a ʔ ⁴	搭	695	2
3416	Wenzhou	Wu	161	and	和	kʰ w ɔ ⁵¹	伉	696	2
3417	Changsha	Xiang	161	and	和	k ə n ³³	跟	697	2
3418	Loudi	Xiang	161	and	和	ɣ o ¹³	和	694	3
3419	Nanchang	Gan	161	and	和	f o ⁴⁵	和	694	3
3420	Meixian	Hakka	161	and	和	tʰ u ŋ ¹¹	同	698	2
3421	Guilin	Pinghua	161	and	和	k ɤ n ⁴²	跟	697	2
3422	Guangzhou	Yue	161	and	和	w ɔ ²¹	和	694	2
3423	Fuzhou	Min	161	and	和	k ɔy ŋ ²⁴²	共	654	1
3424	Xiamen	Min	161	and	和	k a ʔ ³²	合	699	1
3425	Beijing	Mandarin	162	river	江	x ɤ ³⁵	河	700	2
3426	Ha_erbin	Mandarin	162	river	江	x ɤ ²⁴	河	700	2
3427	Jinan	Mandarin	162	river	江	x ɤ ⁵³	河	700	2
3428	Rongcheng	Mandarin	162	river	江	x w ɔ ³⁵	河	700	2
3429	Taiyuan	Jin	162	river	江	x ɤ ²¹	河	700	2
3430	Xi_an	Mandarin	162	river	江	x w o ²⁴	河	700	2
3431	Chengdu	Mandarin	162	river	江	x o ²¹	河	700	2
3432	Nanjing	Mandarin	162	river	江	x o ¹³	河	700	2
3433	Jixi	Hui	162	river	江	x ɵ ⁴⁴	河	700	3
3434	Suzhou	Wu	162	river	江	ɦ əu ¹³	河	700	3
3435	Wenzhou	Wu	162	river	江	v u ³⁴¹	河	700	3
3436	Changsha	Xiang	162	river	江	x o ¹³	河	700	3
3437	Loudi	Xiang	162	river	江	ɣ o ¹³	河	700	3
3438	Nanchang	Gan	162	river	江	h o ²⁴	河	700	3
3439	Meixian	Hakka	162	river	江	h o ¹¹	河	700	3
3440	Guilin	Pinghua	162	river	江	x w o ²²	河	700	2
3441	Guangzhou	Yue	162	river	江	h ɔ ²¹	河	700	2
3442	Fuzhou	Min	162	river	江	o ⁵³	河	700	2
3443	Xiamen	Min	162	river	江	kʰ w e ⁵⁵	溪	701	1
3444	Beijing	Mandarin	163	river_2	?	tɕ j ɑ ŋ ⁵⁵	江	702	2
3445	Ha_erbin	Mandarin	163	river_2	?	tɕ j a ŋ ⁴⁴	江	702	2
3446	Jinan	Mandarin	163	river_2	?	tɕ j ɑ ŋ ²¹⁴	江	702	2
3447	Rongcheng	Mandarin	163	river_2	?	c j a ŋ ⁵²	江	702	3
3448	Taiyuan	Jin	163	river_2	?	tɕ j ɒ̃ ²¹	江	702	3
3449	Xi_an	Mandarin	163	river_2	?	tɕ j ɑ ŋ ²¹	江	702	3
3450	Chengdu	Mandarin	163	river_2	?	tɕ j a ŋ ⁴⁵	江	702	3
3451	Nanjing	Mandarin	163	river_2	?	tɕ j ɑ̃ ³¹	江	702	3
3452	Jixi	Hui	163	river_2	?	k õ ⁵⁵	江	702	2
3453	Suzhou	Wu	163	river_2	?	k ɑ̃ ⁴⁴	江	702	2
3454	Wenzhou	Wu	163	river_2	?	k w ɔ ⁴⁴	江	702	2
3455	Changsha	Xiang	163	river_2	?	tɕ j a n ³³	江	702	3
3456	Loudi	Xiang	163	river_2	?	t ɔ ŋ ⁴⁴	江	702	3
3457	Nanchang	Gan	163	river_2	?	k ɔ ŋ ⁴²	江	702	2
3458	Meixian	Hakka	163	river_2	?	k o ŋ ³³	江	702	2
3459	Guilin	Pinghua	163	river_2	?	tɕ j ɑ ŋ ⁴²	江	702	3
3460	Guangzhou	Yue	163	river_2	?	k ɔ ŋ ⁵³	江	702	2
3461	Fuzhou	Min	163	river_2	?	k øy n ⁵⁵	江	702	1
3462	Xiamen	Min	163	river_2	?	k a ŋ ⁵⁵	江	702	2
3463	Beijing	Mandarin	164	black	黑	x ei ⁵⁵	黑	272	3
3464	Ha_erbin	Mandarin	164	black	黑	x ei ⁴⁴	黑	272	2
3465	Jinan	Mandarin	164	black	黑	x ei ²¹⁴	黑	272	2
3466	Rongcheng	Mandarin	164	black	黑	x ɛ ²¹⁴	黑	272	2
3467	Taiyuan	Jin	164	black	黑	x ə ʔ ²	黑	272	2
3468	Xi_an	Mandarin	164	black	黑	x ei ²¹	黑	272	2
3469	Chengdu	Mandarin	164	black	黑	x e ²¹	黑	272	2
3470	Nanjing	Mandarin	164	black	黑	x e ʔ ⁵	黑	272	2
3471	Jixi	Hui	164	black	黑	x ɤ ʔ ³²	黑	272	2
3472	Suzhou	Wu	164	black	黑	h ə ʔ ⁴	黑	272	2
3473	Wenzhou	Wu	164	black	黑	h e ⁴¹	黑	272	2
3474	Changsha	Xiang	164	black	黑	x ə ²⁴	黑	272	2
3475	Loudi	Xiang	164	black	黑	x e ¹³	黑	272	2
3476	Nanchang	Gan	164	black	黑	h ɛ t ⁵	黑	272	2
3477	Meixian	Hakka	164	black	黑	h e t ¹	黑	272	2
3478	Guilin	Pinghua	164	black	黑	x ei ⁵⁵	黑	272	2
